Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4
423,208,357,897,1669,207,245,676,725,1032,726,187,283,475,578,696
517,208,283,948,1690,126,270,734,710,1032,741,187,283,471,578,673
612,208,187,1015,1719,124,251,753,705,989,760,218,288,471,505,685
690,208,178,1006,1737,124,251,753,700,946,754,255,314,471,492,674
846,205,181,985,1758,124,251,723,728,729,864,364,314,500,448,674
915,200,186,967,1776,124,251,723,714,735,811,425,314,373,471,669
917,194,192,964,1779,120,255,723,712,451,1097,425,314,311,451,598
917,194,183,973,1779,96,279,698,718,458,1101,433,352,289,479,716
961,194,183,973,1778,97,279,663,753,457,1102,433,360,228,473,724
961,194,183,968,1783,97,279,599,805,467,1104,428,390,198,473,730
1193,194,183,925,1826,97,279,458,861,552,1104,402,360,190,473,747
1193,192,154,941,1841,93,283,458,822,590,1105,402,330,275,473,747
1186,198,155,904,1872,87,295,458,822,590,1105,402,287,276,473,747
1264,161,174,903,1883,95,295,458,822,531,1164,402,225,267,473,747
1330,133,202,708,2057,116,295,458,817,536,1164,364,154,228,475,747
1330,133,202,653,2057,167,299,458,817,536,1164,356,154,486,475,715
1327,119,221,597,1690,579,310,458,817,536,1055,435,144,507,475,598
1358,119,221,380,1871,589,336,458,811,542,1055,435,144,507,476,579
1303,174,221,341,1902,564,369,443,770,598,1055,435,186,533,540,579
1297,218,224,323,1787,698,311,501,639,729,1002,488,186,533,683,532
1275,238,226,308,1792,708,306,505,540,829,1002,488,186,632,721,532
1196,317,226,303,1719,784,293,478,579,832,962,528,186,632,776,521
1196,317,226,303,1719,784,271,500,440,971,860,630,179,626,776,515
1238,316,227,303,1715,788,270,490,401,1021,857,633,187,627,935,453
1262,316,227,292,1654,860,269,490,402,1004,859,648,187,627,983,360
1265,316,224,290,1464,1055,268,237,656,1004,854,611,187,627,983,392
1260,312,221,309,1311,1208,266,239,642,997,812,674,218,693,945,418
1238,252,272,341,1217,1302,266,229,651,977,833,674,255,693,743,423
1182,318,271,343,911,1608,266,229,633,980,811,711,364,693,662,437
1258,358,270,344,860,1659,266,229,633,980,811,698,425,693,662,379
1214,402,253,357,852,1671,266,229,633,854,937,690,425,693,703,378
1193,423,208,357,897,1669,207,245,676,725,1032,726,433,693,703,331
1099,517,208,283,948,1690,126,270,734,710,1032,741,433,693,703,331
1004,612,208,187,1015,1719,124,251,753,705,989,760,428,693,703,326
926,690,208,178,1006,1737,124,251,753,700,946,754,402,765,703,321
770,846,205,181,985,1758,124,251,723,728,729,864,402,866,709,330
701,915,200,186,967,1776,124,251,723,714,735,811,402,871,639,367
700,917,194,192,964,1779,120,255,723,712,451,1097,402,893,648,386
700,917,194,183,973,1779,96,279,698,718,458,1101,364,972,594,291
701,961,194,183,973,1778,97,279,663,753,457,1102,356,1100,594,354
704,961,194,183,968,1783,97,279,599,805,467,1104,435,1106,594,341
472,1193,194,183,925,1826,97,279,458,861,552,1104,435,1096,594,318
754,1193,192,154,941,1841,93,283,458,822,590,1105,435,1008,594,330
772,1186,198,155,904,1872,87,295,458,822,590,1105,488,947,594,345
695,1264,161,174,903,1883,95,295,458,822,531,1164,488,947,594,345
708,1330,133,202,708,2057,116,295,458,817,536,1164,528,947,592,567
750,1330,133,202,653,2057,167,299,458,817,536,1164,630,940,650,653
748,1327,119,221,597,1690,579,310,458,817,536,1055,633,919,685,658
717,1358,119,221,380,1871,589,336,458,811,542,1055,648,1062,684,658
717,1303,174,221,341,1902,564,369,443,770,598,1055,611,1073,661,658
819,1297,218,224,323,1787,698,311,501,639,729,1002,674,1164,711,658
822,1275,238,226,308,1792,708,306,505,540,829,1002,674,1100,757,658
889,1196,317,226,303,1719,784,293,478,579,832,962,711,1129,702,746
889,1196,317,226,303,1719,784,271,500,440,971,860,698,1129,702,746
857,1238,316,227,303,1715,788,270,490,401,1021,857,690,1151,543,824
963,1262,316,227,292,1654,860,269,490,402,1004,859,726,1151,879,841
960,1265,316,224,290,1464,1055,268,237,656,1004,854,741,1151,879,836
954,1260,312,221,309,1311,1208,266,239,642,997,812,760,1151,874,810
970,1238,252,272,341,1217,1302,266,229,651,977,833,754,1151,874,805
1165,1182,318,271,343,911,1608,266,229,633,980,811,864,1158,869,846
1083,1258,358,270,344,860,1659,266,229,633,980,811,811,1160,882,848
1084,1214,402,253,357,852,1671,266,229,633,854,937,1097,1160,889,848
1084,1193,423,208,357,897,1669,207,245,676,725,1032,1101,1160,889,876
1152,1099,517,208,283,948,1690,126,270,734,710,1032,1102,1160,889,876
1152,1004,612,208,187,1015,1719,124,251,753,705,989,1104,1160,889,869
1152,926,690,208,178,1006,1737,124,251,753,700,946,1104,1088,905,1109
1152,770,846,205,181,985,1758,124,251,723,728,729,1105,958,893,1100
1154,701,915,200,186,967,1776,124,251,723,714,735,1105,953,892,1063
1206,700,917,194,192,964,1779,120,255,723,712,451,1164,931,881,1044
1207,700,917,194,183,973,1779,96,279,698,718,458,1164,852,888,977
1162,701,961,194,183,973,1778,97,279,663,753,457,1164,724,888,906
1159,704,961,194,183,968,1783,97,279,599,805,467,1055,716,888,906
1159,472,1193,194,183,925,1826,97,279,458,861,552,1055,716,888,1077
877,754,1193,192,154,941,1841,93,283,458,822,590,1055,716,888,1153
980,772,1186,198,155,904,1872,87,295,458,822,590,1002,716,888,1138
1038,695,1264,161,174,903,1883,95,295,458,822,531,1002,716,888,1138
961,708,1330,133,202,708,2057,116,295,458,817,536,962,716,898,916
1062,750,1330,133,202,653,2057,167,299,458,817,536,860,462,892,870
1071,748,1327,119,221,597,1690,579,310,458,817,536,857,462,896,895
1074,717,1358,119,221,380,1871,589,336,458,811,542,859,319,933,895
1159,717,1303,174,221,341,1902,564,369,443,770,598,854,340,888,900
1215,819,1297,218,224,323,1787,698,311,501,639,729,812,378,694,967
1508,822,1275,238,226,308,1792,708,306,505,540,829,833,344,655,971
1592,889,1196,317,226,303,1719,784,293,478,579,832,811,315,750,883
1614,889,1196,317,226,303,1719,784,271,500,440,971,811,319,750,883
1609,857,1238,316,227,303,1715,788,270,490,401,1021,937,299,750,805
1480,963,1262,316,227,292,1654,860,269,490,402,1004,1032,304,366,808
1480,960,1265,316,224,290,1464,1055,268,237,656,1004,1032,304,471,765
1479,954,1260,312,221,309,1311,1208,266,239,642,997,989,238,490,766
1462,970,1238,252,272,341,1217,1302,266,229,651,977,946,238,508,832
1281,1165,1182,318,271,343,911,1608,266,229,633,980,729,231,511,820
1247,1083,1258,358,270,344,860,1659,266,229,633,980,735,267,498,821
1246,1084,1214,402,253,357,852,1671,266,229,633,854,451,272,508,821
1246,1084,1193,423,208,357,897,1669,207,245,676,725,458,276,705,793
1178,1152,1099,517,208,283,948,1690,126,270,734,710,457,276,727,793
1178,1152,1004,612,208,187,1015,1719,124,251,753,705,467,276,727,793
1360,1152,926,690,208,178,1006,1737,124,251,753,700,552,317,711,622
1392,1152,770,846,205,181,985,1758,124,251,723,728,590,317,749,801
1390,1154,701,915,200,186,967,1776,124,251,723,714,590,447,749,854
1375,1206,700,917,194,192,964,1779,120,255,723,712,531,468,754,854
1374,1207,700,917,194,183,973,1779,96,279,698,718,536,468,747,854
1398,1162,701,961,194,183,973,1778,97,279,663,753,536,471,747,854
1399,1159,704,961,194,183,968,1783,97,279,599,805,536,471,747,869
1399,1159,472,1193,194,183,925,1826,97,279,458,861,542,494,786,704
1402,877,754,1193,192,154,941,1841,93,283,458,822,598,494,786,690
1392,980,772,1186,198,155,904,1872,87,295,458,822,729,536,786,904
1339,1038,695,1264,161,174,903,1883,95,295,458,822,829,597,786,904
1340,961,708,1330,133,202,708,2057,116,295,458,817,832,597,776,904
1197,1062,750,1330,133,202,653,2057,167,299,458,817,971,597,743,864
1194,1071,748,1327,119,221,597,1690,579,310,458,817,1021,605,704,879
1191,1074,717,1358,119,221,380,1871,589,336,458,811,1004,605,663,879
1106,1159,717,1303,174,221,341,1902,564,369,443,770,1004,522,832,874
906,1215,819,1297,218,224,323,1787,698,311,501,639,997,433,855,828
610,1508,822,1275,238,226,308,1792,708,306,505,540,977,777,810,877
459,1592,889,1196,317,226,303,1719,784,293,478,579,980,777,935,880
443,1614,889,1196,317,226,303,1719,784,271,500,440,980,885,935,880
438,1609,857,1238,316,227,303,1715,788,270,490,401,854,1024,935,888
437,1480,963,1262,316,227,292,1654,860,269,490,402,725,1110,935,869
437,1480,960,1265,316,224,290,1464,1055,268,237,656,710,1225,830,865
437,1479,954,1260,312,221,309,1311,1208,266,239,642,705,1237,811,864
445,1462,970,1238,252,272,341,1217,1302,266,229,651,700,1237,793,839
551,1281,1165,1182,318,271,343,911,1608,266,229,633,728,1237,790,812
551,1247,1083,1258,358,270,344,860,1659,266,229,633,714,1199,793,809
604,1246,1084,1214,402,253,357,852,1671,266,229,633,712,1196,735,922
605,1246,1084,1193,423,208,357,897,1669,207,245,676,718,1302,538,922
608,1178,1152,1099,517,208,283,948,1690,126,270,734,753,1326,516,941
608,1178,1152,1004,612,208,187,1015,1719,124,251,753,805,1326,533,943
426,1360,1152,926,690,208,178,1006,1737,124,251,753,861,1474,533,871
394,1392,1152,770,846,205,181,985,1758,124,251,723,822,1829,495,692
395,1390,1154,701,915,200,186,967,1776,124,251,723,822,1722,495,639
357,1375,1206,700,917,194,192,964,1779,120,255,723,822,1777,490,639
421,1374,1207,700,917,194,183,973,1779,96,279,698,817,1787,490,639
397,1398,1162,701,961,194,183,973,1778,97,279,663,817,1784,490,639
396,1399,1159,704,961,194,183,968,1783,97,279,599,817,1784,591,627
396,1399,1159,472,1193,194,183,925,1826,97,279,458,811,1761,552,685
407,1402,877,754,1193,192,154,941,1841,93,283,458,770,1761,626,687
296,1392,980,772,1186,198,155,904,1872,87,295,458,639,1719,816,473
290,1339,1038,695,1264,161,174,903,1883,95,295,458,540,1658,819,683
287,1340,961,708,1330,133,202,708,2057,116,295,458,579,1696,819,741
287,1197,1062,750,1330,133,202,653,2057,167,299,458,440,1877,800,758
281,1194,1071,748,1327,119,221,597,1690,579,310,458,401,1921,800,713
281,1191,1074,717,1358,119,221,380,1871,589,336,458,402,1922,800,713
281,1106,1159,717,1303,174,221,341,1902,564,369,443,656,1922,631,713
342,906,1215,819,1297,218,224,323,1787,698,311,501,642,1882,608,707
383,610,1508,822,1275,238,226,308,1792,708,306,505,651,1565,608,1057
383,459,1592,889,1196,317,226,303,1719,784,293,478,633,1565,389,1283
390,443,1614,889,1196,317,226,303,1719,784,271,500,633,1453,482,1283
410,438,1609,857,1238,316,227,303,1715,788,270,490,633,1379,482,1275
454,437,1480,963,1262,316,227,292,1654,860,269,490,676,1376,482,1274
454,437,1480,960,1265,316,224,290,1464,1055,268,237,734,1261,482,1268
454,437,1479,954,1260,312,221,309,1311,1208,266,239,753,1249,482,1268
446,445,1462,970,1238,252,272,341,1217,1302,266,229,753,1249,482,1227
315,551,1281,1165,1182,318,271,343,911,1608,266,229,723,1249,576,1209
335,551,1247,1083,1258,358,270,344,860,1659,266,229,723,1249,573,1209
323,604,1246,1084,1214,402,253,357,852,1671,266,229,723,1247,573,1096
322,605,1246,1084,1193,423,208,357,897,1669,207,245,698,1206,573,1100
349,608,1178,1152,1099,517,208,283,948,1690,126,270,663,1386,573,1081
418,608,1178,1152,1004,612,208,187,1015,1719,124,251,599,1387,556,1079
667,426,1360,1152,926,690,208,178,1006,1737,124,251,458,1212,556,1079
728,394,1392,1152,770,846,205,181,985,1758,124,251,458,858,556,1079
763,395,1390,1154,701,915,200,186,967,1776,124,251,458,839,556,1079
763,357,1375,1206,700,917,194,192,964,1779,120,255,458,763,556,1079
699,421,1374,1207,700,917,194,183,973,1779,96,279,458,812,556,1155
706,397,1398,1162,701,961,194,183,973,1778,97,279,458,825,556,1253
767,396,1399,1159,704,961,194,183,968,1783,97,279,458,959,455,1302
962,396,1399,1159,472,1193,194,183,925,1826,97,279,458,959,455,1264
951,407,1402,877,754,1193,192,154,941,1841,93,283,443,959,381,1190
986,296,1392,980,772,1186,198,155,904,1872,87,295,501,988,396,1257
1014,290,1339,1038,695,1264,161,174,903,1883,95,295,505,989,432,1091
1034,287,1340,961,708,1330,133,202,708,2057,116,295,478,951,458,1033
1040,287,1197,1062,750,1330,133,202,653,2057,167,299,500,770,476,1065
1040,281,1194,1071,748,1327,119,221,597,1690,579,310,490,718,476,1065
1066,281,1191,1074,717,1358,119,221,380,1871,589,336,490,717,568,1065
1184,281,1106,1159,717,1303,174,221,341,1902,564,369,237,717,694,1065
1170,342,906,1215,819,1297,218,224,323,1787,698,311,239,717,740,1052
1373,383,610,1508,822,1275,238,226,308,1792,708,306,229,689,740,649
1402,383,459,1592,889,1196,317,226,303,1719,784,293,229,689,739,420
1397,390,443,1614,889,1196,317,226,303,1719,784,271,229,720,646,428
1380,410,438,1609,857,1238,316,227,303,1715,788,270,229,722,648,491
1336,454,437,1480,963,1262,316,227,292,1654,860,269,245,634,650,491
1336,454,437,1480,960,1265,316,224,290,1464,1055,268,270,634,650,491
1336,454,437,1479,954,1260,312,221,309,1311,1208,266,251,727,650,491
1336,446,445,1462,970,1238,252,272,341,1217,1302,266,251,762,650,491
1336,315,551,1281,1165,1182,318,271,343,911,1608,266,251,762,556,510
1316,335,551,1247,1083,1258,358,270,344,860,1659,266,251,762,556,510
1275,323,604,1246,1084,1214,402,253,357,852,1671,266,255,799,558,511
1275,322,605,1246,1084,1193,423,208,357,897,1669,207,279,730,600,515
1248,349,608,1178,1152,1099,517,208,283,948,1690,126,279,526,605,515
1180,418,608,1178,1152,1004,612,208,187,1015,1719,124,279,525,605,515
931,667,426,1360,1152,926,690,208,178,1006,1737,124,279,512,605,679
882,728,394,1392,1152,770,846,205,181,985,1758,124,283,511,605,682
896,763,395,1390,1154,701,915,200,186,967,1776,124,295,507,605,702
896,763,357,1375,1206,700,917,194,192,964,1779,120,295,523,605,760
896,699,421,1374,1207,700,917,194,183,973,1779,96,295,531,605,734
1043,706,397,1398,1162,701,961,194,183,973,1778,97,299,518,639,689
1121,767,396,1399,1159,704,961,194,183,968,1783,97,310,385,684,637
947,962,396,1399,1159,472,1193,194,183,925,1826,97,336,406,761,611
977,951,407,1402,877,754,1193,192,154,941,1841,93,369,423,942,609
942,986,296,1392,980,772,1186,198,155,904,1872,87,311,394,771,542
927,1014,290,1339,1038,695,1264,161,174,903,1883,95,306,519,740,505
907,1034,287,1340,961,708,1330,133,202,708,2057,116,293,627,806,506
901,1040,287,1197,1062,750,1330,133,202,653,2057,167,271,708,788,457
990,1040,281,1194,1071,748,1327,119,221,597,1690,579,270,804,845,569
964,1066,281,1191,1074,717,1358,119,221,380,1871,589,269,858,797,618
846,1184,281,1106,1159,717,1303,174,221,341,1902,564,268,1013,671,668
799,1170,342,906,1215,819,1297,218,224,323,1787,698,266,1046,628,674
555,1373,383,610,1508,822,1275,238,226,308,1792,708,266,1134,629,674
526,1402,383,459,1592,889,1196,317,226,303,1719,784,266,1138,639,674
518,1397,390,443,1614,889,1196,317,226,303,1719,784,266,1108,642,670
515,1380,410,438,1609,857,1238,316,227,303,1715,788,266,1034,802,634
528,1336,454,437,1480,963,1262,316,227,292,1654,860,207,1034,955,634
528,1336,454,437,1480,960,1265,316,224,290,1464,1055,126,1035,955,640
528,1336,454,437,1479,954,1260,312,221,309,1311,1208,124,944,955,642
544,1336,446,445,1462,970,1238,252,272,341,1217,1302,124,909,955,648
545,1336,315,551,1281,1165,1182,318,271,343,911,1608,124,909,955,657
545,1316,335,551,1247,1083,1258,358,270,344,860,1659,124,924,959,720
545,1275,323,604,1246,1084,1214,402,253,357,852,1671,120,888,1143,729
545,1275,322,605,1246,1084,1193,423,208,357,897,1669,96,888,1155,737
668,1248,349,608,1178,1152,1099,517,208,283,948,1690,97,890,1187,737
670,1180,418,608,1178,1152,1004,612,208,187,1015,1719,97,891,1189,737
670,931,667,426,1360,1152,926,690,208,178,1006,1737,97,893,1349,573
658,882,728,394,1392,1152,770,846,205,181,985,1758,93,893,1453,570
608,896,763,395,1390,1154,701,915,200,186,967,1776,87,930,1547,550
690,896,763,357,1375,1206,700,917,194,192,964,1779,95,915,1547,527
693,896,699,421,1374,1207,700,917,194,183,973,1779,116,848,1558,553
562,1043,706,397,1398,1162,701,961,194,183,973,1778,167,850,1538,508
504,1121,767,396,1399,1159,704,961,194,183,968,1783,579,849,1549,561
511,947,962,396,1399,1159,472,1193,194,183,925,1826,589,832,1473,654
478,977,951,407,1402,877,754,1193,192,154,941,1841,564,820,1367,778
491,942,986,296,1392,980,772,1186,198,155,904,1872,698,821,1388,848
478,927,1014,290,1339,1038,695,1264,161,174,903,1883,708,722,1416,842
497,907,1034,287,1340,961,708,1330,133,202,708,2057,784,754,1408,841
513,901,1040,287,1197,1062,750,1330,133,202,653,2057,784,702,1425,854
424,990,1040,281,1194,1071,748,1327,119,221,597,1690,788,612,1467,743
424,964,1066,281,1191,1074,717,1358,119,221,380,1871,860,559,1437,694
425,846,1184,281,1106,1159,717,1303,174,221,341,1902,1055,410,1438,644
573,799,1170,342,906,1215,819,1297,218,224,323,1787,1208,388,1438,636
693,555,1373,383,610,1508,822,1275,238,226,308,1792,1302,306,1437,641
778,526,1402,383,459,1592,889,1196,317,226,303,1719,1608,302,1427,641
936,518,1397,390,443,1614,889,1196,317,226,303,1719,1659,332,1424,637
937,515,1380,410,438,1609,857,1238,316,227,303,1715,1671,347,1262,637
925,528,1336,454,437,1480,963,1262,316,227,292,1654,1669,377,1107,643
989,528,1336,454,437,1480,960,1265,316,224,290,1464,1690,480,1112,642
1032,528,1336,454,437,1479,954,1260,312,221,309,1311,1719,495,1119,661
1146,544,1336,446,445,1462,970,1238,252,272,341,1217,1737,577,1143,657
1162,545,1336,315,551,1281,1165,1182,318,271,343,911,1758,717,1316,630
1162,545,1316,335,551,1247,1083,1258,358,270,344,860,1776,809,1323,567
1289,545,1275,323,604,1246,1084,1214,402,253,357,852,1779,883,1214,557
1352,545,1275,322,605,1246,1084,1193,423,208,357,897,1779,884,1217,541
1460,668,1248,349,608,1178,1152,1099,517,208,283,948,1778,882,1180,541
1491,670,1180,418,608,1178,1152,1004,612,208,187,1015,1783,883,1209,541
1493,670,931,667,426,1360,1152,926,690,208,178,1006,1826,887,1049,541
1533,658,882,728,394,1392,1152,770,846,205,181,985,1841,889,1079,541
1533,608,896,763,395,1390,1154,701,915,200,186,967,1872,852,1040,541
1452,690,896,763,357,1375,1206,700,917,194,192,964,1883,851,1127,520
