Accum_y-0,T-1,T-2,T-3,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8,Accum_y-9
384,642,518,483,545,1102,1241,767,1200,341,526,823,250
357,645,542,476,545,1026,1213,777,1205,260,473,815,253
346,629,569,476,530,1016,1279,642,1197,199,536,814,253
345,606,593,465,528,1017,1151,487,1182,284,536,785,247
311,640,593,455,530,1017,1058,487,1182,293,536,785,211
247,704,593,438,525,1049,1020,490,1181,286,536,772,209
230,721,499,493,500,1091,782,491,1051,279,536,763,209
230,595,607,338,516,1091,550,491,1036,295,505,622,209
230,502,619,402,513,1091,564,491,1092,295,458,540,179
230,386,666,471,513,1091,437,495,999,219,438,468,185
224,336,671,522,461,1075,438,541,839,219,468,369,228
224,314,668,547,461,1042,438,546,907,220,519,348,228
225,314,668,547,460,1082,443,592,956,248,549,320,228
246,278,699,552,429,1059,445,607,985,301,514,320,228
258,278,699,552,429,1036,445,870,987,302,466,320,228
270,278,689,561,479,1021,445,925,952,389,466,320,246
229,319,689,561,518,817,445,980,952,389,467,320,259
239,319,687,563,593,650,445,1012,1144,411,462,320,380
239,319,677,573,726,549,443,1212,1147,433,456,313,538
240,319,677,573,745,482,443,1216,1147,443,437,308,627
431,307,689,573,746,440,434,1181,1147,511,434,281,636
444,247,680,647,746,387,434,1171,1157,582,439,208,636
339,374,667,665,666,348,434,1171,1154,584,426,204,643
427,374,660,680,605,339,434,1211,1141,700,457,114,790
433,354,680,675,609,279,406,1275,1128,710,511,18,709
417,380,680,632,526,273,361,1382,1123,710,581,11,717
446,387,680,572,558,273,342,1380,1051,696,640,20,731
446,387,672,539,558,293,314,1419,980,688,720,44,692
446,387,672,486,555,293,312,1435,924,686,733,44,703
446,387,672,482,555,273,312,1402,859,726,743,40,847
442,391,634,520,555,292,312,1469,817,754,696,38,1129
441,384,642,518,568,271,286,1491,744,754,611,38,1244
464,357,645,542,568,271,267,1457,707,754,565,38,1244
486,346,629,569,567,314,198,1448,729,844,494,59,1244
515,345,606,593,567,313,324,1448,769,807,546,60,1245
522,311,640,593,565,313,366,1448,769,794,604,61,1245
674,247,704,593,548,281,367,1445,820,934,683,80,1299
674,230,721,499,553,230,364,1444,897,937,744,281,1321
675,230,595,607,543,235,262,1444,874,921,761,322,1334
687,230,502,619,544,241,329,1469,823,921,761,364,1334
691,230,386,666,550,266,322,1479,753,920,745,496,1328
762,224,336,671,554,266,321,1433,727,938,744,625,1268
822,224,314,668,560,263,321,1428,670,916,707,625,1268
832,225,314,668,560,228,316,1382,668,890,694,620,1268
817,246,278,699,573,168,317,1367,708,797,692,625,1268
805,258,278,699,594,255,317,1105,758,793,691,626,1268
793,270,278,689,529,251,317,1050,780,706,691,628,1250
793,229,319,689,484,251,317,1091,851,728,690,629,1253
783,239,319,687,369,251,317,1059,717,706,690,631,1133
783,239,319,677,236,251,317,859,723,684,690,631,975
782,240,319,677,217,251,317,855,794,675,690,631,886
591,431,307,689,216,251,317,1089,819,610,710,631,882
573,444,247,680,216,290,317,1246,815,539,710,631,925
591,339,374,667,216,362,317,1349,923,537,708,632,926
516,427,374,660,187,396,317,1368,1135,420,705,635,753
510,433,354,680,190,443,317,1260,1167,409,692,635,748
500,417,380,680,129,447,317,1130,1219,410,648,655,759
634,446,387,680,106,447,317,1130,1280,485,589,646,745
717,446,387,672,106,427,402,1080,1305,563,525,622,757
721,446,387,672,162,427,438,986,1272,572,539,627,744
768,446,387,672,184,425,438,960,1285,555,543,629,596
805,442,391,634,189,394,440,857,1404,527,636,629,347
875,441,384,642,227,393,440,718,1400,655,636,629,232
958,464,357,645,252,385,471,694,1400,719,636,629,229
950,486,346,629,252,329,469,693,1378,645,636,608,229
1056,515,345,606,252,329,422,693,1338,598,584,607,228
1104,522,311,640,252,415,409,693,1355,597,533,650,228
977,674,247,704,252,417,409,693,1322,493,473,895,177
977,674,230,721,263,453,409,693,1341,503,413,809,158
976,675,230,595,265,517,410,693,1375,525,396,800,155
964,687,230,502,318,526,282,668,1426,525,402,892,174
960,691,230,386,340,512,282,654,1424,525,462,856,174
889,762,224,336,342,529,282,654,1374,507,433,729,174
829,822,224,314,336,527,282,654,1441,506,419,782,174
818,832,225,314,336,523,285,654,1452,504,381,813,174
815,817,246,278,323,523,282,654,1384,565,395,813,174
823,805,258,278,302,436,282,653,1331,595,511,815,174
846,793,270,278,302,435,282,653,1309,651,555,813,174
856,793,229,319,302,435,282,585,1336,673,774,815,159
915,783,239,319,342,435,282,646,1330,710,787,926,158
922,783,239,319,383,435,282,706,1334,780,787,927,158
922,782,240,319,383,443,282,708,1263,781,787,975,158
922,591,431,307,406,472,282,530,1263,778,767,1042,153
922,573,444,247,470,515,282,433,1267,781,762,1042,110
877,591,339,374,476,446,282,330,1161,781,784,1119,102
906,516,427,374,476,412,283,271,952,782,789,1123,102
906,510,433,354,460,514,284,267,920,782,773,1123,102
906,500,417,380,463,510,284,267,868,860,773,1103,83
736,634,446,387,455,510,284,267,1064,785,773,1105,83
653,717,446,387,564,510,202,267,1087,707,757,1114,98
682,721,446,387,568,510,287,295,1117,698,731,1245,195
635,768,446,387,545,542,299,328,1123,675,712,1385,242
598,805,442,391,551,563,326,393,1057,675,619,1423,220
528,875,441,384,500,569,370,405,1209,561,619,1423,229
520,958,464,357,475,569,518,430,1209,497,619,1423,229
517,950,486,346,475,571,525,465,1209,472,685,1450,229
382,1056,515,345,475,571,432,466,1288,468,685,1519,229
327,1104,522,311,545,523,403,498,1271,518,678,1475,229
302,977,674,247,568,538,402,750,1253,482,661,1211,227
317,977,674,230,559,503,402,809,1157,506,663,1097,427
317,976,675,230,565,502,401,818,1123,542,668,1069,517
317,964,687,230,607,694,401,818,1058,546,693,937,516
427,960,691,230,590,892,405,818,1021,551,626,841,517
432,889,762,224,584,877,413,818,1013,551,626,839,587
432,829,822,224,584,877,413,818,929,551,675,786,617
432,818,832,225,584,984,410,820,871,554,681,755,638
557,815,817,246,584,984,452,820,870,579,673,750,653
571,823,805,258,677,992,464,833,870,550,595,747,653
548,846,793,270,766,992,500,869,881,494,551,747,653
538,856,793,229,766,992,500,841,787,450,332,744,678
876,915,783,239,726,992,506,780,779,438,319,631,710
869,922,783,239,685,992,574,720,769,389,327,630,710
908,922,782,240,685,984,821,827,785,409,368,582,849
959,922,591,431,662,955,1091,771,760,473,369,515,851
1144,922,573,444,723,873,1091,711,750,470,367,515,927
1191,877,591,339,721,870,1121,711,748,591,343,437,1054
1160,906,516,427,722,870,1158,727,745,594,311,430,1054
1173,906,510,433,737,721,1157,739,745,594,286,430,1054
1197,906,500,417,734,721,1247,745,745,523,260,430,1054
1247,736,634,446,733,721,1247,756,474,557,260,448,1054
1385,653,717,446,624,721,1244,767,415,590,260,454,1027
1384,682,721,446,563,721,1123,739,385,591,259,369,930
1384,635,768,446,563,689,1111,711,366,607,293,460,883
1487,598,805,442,796,668,1179,646,312,624,293,430,872
1512,528,875,441,796,675,1135,634,157,756,316,431,861
1428,520,958,464,796,675,956,609,157,756,316,553,861
1468,517,950,486,796,673,949,574,159,756,250,526,861
1468,382,1056,515,796,707,984,573,90,756,285,513,861
1468,327,1104,522,772,669,1005,559,117,769,396,513,861
1470,302,977,674,749,710,1022,382,117,809,443,513,860
1456,317,977,674,740,709,1046,334,117,997,487,512,657
1456,317,976,675,758,640,1046,461,117,940,488,512,557
1456,317,964,687,660,433,1046,461,208,936,517,620,731
1346,427,960,691,649,224,1131,465,222,931,540,620,866
1341,432,889,762,649,222,1123,488,222,938,540,628,796
1341,432,829,822,649,295,1161,504,356,947,491,628,766
1341,432,818,832,649,208,1161,517,364,944,485,644,885
1213,557,815,817,649,299,1120,523,364,858,492,676,870
1191,571,823,805,556,291,1108,510,364,857,822,680,1077
1288,548,846,793,468,291,1240,474,353,857,822,732,1116
1338,538,856,793,468,291,1240,476,666,857,822,756,1090
941,876,915,783,468,291,1234,476,678,832,822,771,1092
941,869,922,783,468,291,1230,476,748,811,814,775,1310
1017,908,922,782,468,305,983,367,733,789,773,776,1171
1114,959,922,591,468,326,713,367,733,725,770,776,1178
929,1144,922,573,343,326,713,367,733,725,779,776,1144
898,1191,877,591,339,327,683,367,733,607,813,776,1098
879,1160,906,516,338,423,645,351,733,603,812,776,1180
866,1173,906,510,323,423,645,339,733,609,812,776,1410
842,1197,906,500,323,444,555,333,733,610,812,776,1516
933,1247,736,634,325,444,555,322,733,618,812,764,1606
803,1385,653,717,326,444,555,311,757,585,930,749,1747
782,1384,682,721,326,444,555,311,791,584,1024,716,1843
782,1384,635,768,376,444,555,330,791,568,991,485,1843
681,1487,598,805,334,444,458,330,791,551,1016,477,1871
656,1512,528,875,392,431,484,330,793,405,1053,514,1911
642,1428,520,958,456,484,523,340,793,486,1053,410,1921
591,1468,517,950,505,587,549,408,791,717,1053,410,1989
591,1468,382,1056,505,568,537,492,781,717,1018,354,2059
591,1468,327,1104,493,606,611,474,754,896,907,354,2314
608,1470,302,977,507,548,594,415,772,883,858,354,2317
624,1456,317,977,759,548,570,406,929,667,1022,354,2322
625,1456,317,976,772,623,570,270,937,887,1062,410,2331
629,1456,317,964,848,671,570,270,846,920,1003,301,2139
629,1346,427,960,848,695,481,274,832,1176,980,314,2003
629,1341,432,889,848,705,481,465,854,1208,980,339,2003
629,1341,432,829,848,634,443,449,721,1211,980,356,2003
629,1341,432,818,848,614,443,436,759,1219,1190,360,1868
629,1213,557,815,848,523,442,524,1039,1328,1177,424,1868
629,1191,571,823,848,523,442,538,1156,1364,809,421,1766
532,1288,548,846,847,523,274,541,1165,1402,824,391,1727
482,1338,538,856,847,523,281,539,848,1415,824,454,1727
482,941,876,915,847,525,281,561,834,1415,824,543,1821
482,941,869,922,957,661,217,561,820,1415,824,540,1628
367,1017,908,922,957,715,217,561,890,1415,824,539,1679
219,1114,959,922,1024,724,232,561,893,1415,824,539,1701
219,929,1144,922,1024,776,392,561,893,1415,826,539,1659
223,898,1191,877,1024,775,392,561,893,1412,792,539,1578
223,879,1160,906,1027,679,392,564,909,1562,792,552,1496
223,866,1173,906,1076,679,396,569,909,1588,792,552,1283
223,842,1197,906,1093,681,398,571,909,1596,792,552,1189
82,933,1247,736,1091,689,471,571,909,1758,792,544,1099
88,803,1385,653,1134,689,493,571,885,1816,674,544,959
124,782,1384,682,1273,689,493,571,851,1837,580,526,863
124,782,1384,635,1657,689,493,547,851,1971,579,587,863
122,681,1487,598,1456,689,532,557,851,1971,554,587,848
122,656,1512,528,1398,689,506,598,849,1971,494,549,866
134,642,1428,520,1334,636,467,605,849,1934,494,560,866
188,591,1468,517,1285,533,441,600,853,1703,494,603,870
222,591,1468,382,1286,525,417,555,902,1703,510,604,801
501,591,1468,327,1252,506,322,593,930,1461,523,605,546
482,608,1470,302,1297,506,322,577,947,1434,561,605,543
465,624,1456,317,1045,506,322,594,856,1425,354,605,538
465,625,1456,317,1055,454,322,594,1001,1209,323,545,529
461,629,1456,317,1007,406,322,596,1002,1205,332,544,529
475,629,1346,427,1007,382,322,622,1003,949,392,531,529
531,629,1341,432,1007,499,322,466,993,910,400,498,529
612,629,1341,432,1019,497,322,469,992,898,400,481,529
617,629,1341,432,1032,567,322,467,946,890,190,461,524
713,629,1213,557,1135,654,322,373,666,781,190,365,524
831,629,1191,571,1249,682,322,359,549,745,265,364,419
832,532,1288,548,1249,682,322,356,540,707,254,342,419
834,482,1338,538,1249,863,315,356,589,694,326,255,419
1012,482,941,876,1249,900,494,334,551,694,326,151,292
1021,482,941,869,1139,995,623,334,525,807,384,150,288
1044,367,1017,908,1160,927,623,363,458,967,384,150,237
1062,219,1114,959,1093,1010,608,371,455,1123,384,150,206
1132,219,929,1144,1093,982,448,424,455,1123,373,228,206
1113,223,898,1191,1093,982,448,427,455,1123,373,258,206
1113,223,879,1160,1092,983,448,464,439,973,373,246,207
1363,223,866,1173,1044,1022,444,542,439,941,373,326,190
1469,223,842,1197,1087,1097,442,544,439,924,406,326,178
1553,82,933,1247,1087,1112,369,663,439,820,730,326,236
1539,88,803,1385,1043,1124,347,956,439,774,731,326,263
1666,124,782,1384,904,1221,356,967,439,754,731,326,401
1748,124,782,1384,470,1249,506,1206,439,620,731,263,416
1748,122,681,1487,469,1278,473,1196,454,620,731,263,473
1748,122,656,1512,469,1278,473,1155,469,620,731,263,416
1736,134,642,1428,469,1278,473,1138,469,678,731,236,656
1682,188,591,1468,469,1278,473,1075,465,793,731,376,584
1670,222,591,1468,468,1271,473,1055,527,794,715,486,583
1391,501,591,1468,468,1252,473,1043,569,799,702,491,583
1391,482,608,1470,409,1252,473,1043,535,799,664,534,583
1391,465,624,1456,409,1252,482,1024,647,987,660,534,583
1390,465,625,1456,354,1229,629,1024,519,982,645,598,586
1390,461,629,1456,326,1229,629,1022,545,953,635,603,586
1376,475,629,1346,327,1229,629,989,574,953,575,626,586
1320,531,629,1341,658,1233,658,1126,568,953,567,654,586
1239,612,629,1341,759,1239,658,1123,575,953,567,655,586
1234,617,629,1341,776,1167,658,1123,577,963,567,1015,651
1138,713,629,1213,673,1081,658,1123,709,963,567,1042,679
1020,831,629,1191,560,1053,658,1123,711,963,492,1138,679
1022,832,532,1288,610,1056,658,1123,794,966,567,1149,679
1020,834,482,1338,652,875,658,1123,782,1150,495,1164,679
867,1012,482,941,652,836,479,1123,778,1162,546,1164,678
878,1021,482,941,652,641,350,1123,745,1050,488,1164,657
860,1044,367,1017,631,641,350,1094,1020,917,489,1164,657
842,1062,219,1114,631,539,350,1086,1022,800,532,1164,657
772,1132,219,929,631,518,350,1033,1024,800,579,1086,657
771,1113,223,898,631,537,382,1144,1024,802,621,1056,657
771,1113,223,879,629,654,388,1112,1024,802,647,1055,656
527,1363,223,866,628,620,388,1029,1024,805,648,975,656
434,1469,223,842,575,562,388,1060,1024,805,630,975,656
358,1553,82,933,575,539,388,1025,1123,723,368,991,598
358,1539,88,803,586,549,390,742,1123,713,380,1045,570
184,1666,124,782,596,453,400,731,1123,910,411,1107,432
118,1748,124,782,613,427,250,492,1158,912,554,1109,417
174,1748,122,681,652,456,244,492,1143,1092,688,1140,347
193,1748,122,656,825,456,285,492,1203,1102,705,1140,346
381,1736,134,642,842,456,369,492,1372,1062,813,1200,96
630,1682,188,591,842,456,399,493,1419,947,838,1041,96
609,1670,222,591,842,456,399,474,1309,946,898,930,96
613,1391,501,591,842,509,410,502,1241,993,899,924,96
677,1391,482,608,842,512,481,515,1272,993,899,968,96
682,1391,465,624,842,518,627,515,1114,805,899,968,276
682,1390,465,625,842,537,517,515,1096,979,933,918,355
683,1390,461,629,843,551,517,515,1069,1110,946,913,372
683,1376,475,629,842,551,518,514,1039,1216,948,958,443
683,1320,531,629,511,420,491,319,1034,1221,952,976,558
683,1239,612,629,398,414,491,337,1027,1221,952,981,646
683,1234,617,629,368,425,491,340,1025,1211,952,621,601
683,1138,713,629,368,456,491,340,901,1211,952,665,597
683,1020,831,629,367,478,491,370,904,1259,952,573,684
680,1022,832,532,317,552,491,496,821,1263,873,562,689
680,1020,834,482,275,624,491,550,784,1079,873,578,689
655,867,1012,482,280,645,491,581,819,1160,822,594,689
715,878,1021,482,323,618,491,581,819,1174,822,594,689
747,860,1044,367,383,757,491,596,541,1147,834,594,689
752,842,1062,219,424,746,491,703,553,1108,791,595,689
784,772,1132,219,477,743,491,950,552,1108,829,651,689
934,771,1113,223,481,724,459,871,598,1137,796,873,689
995,771,1113,223,481,643,453,905,616,1137,936,1187,689
990,527,1363,223,483,638,453,1257,616,1147,944,1353,689
977,434,1469,223,476,598,453,1400,616,1147,929,1417,689
969,358,1553,82,476,715,453,1421,529,1133,867,1445,689
976,358,1539,88,465,713,473,1411,530,1138,854,1765,689
977,184,1666,124,455,753,471,1412,530,941,823,1795,689
961,118,1748,124,438,753,517,1413,495,1098,748,1853,689
928,174,1748,122,493,695,703,1416,519,952,618,2031,689
927,193,1748,122,338,713,671,1465,444,1081,613,2130,689
739,381,1736,134,402,766,647,1651,275,1073,720,2088,689
490,630,1682,188,471,839,640,1702,228,1128,696,2086,689
489,609,1670,222,522,848,640,1720,227,1134,636,2089,718
485,613,1391,501,547,795,629,1666,225,1205,663,2089,822
421,677,1391,482,547,834,558,1716,247,1292,667,2008,1028
416,682,1391,465,552,828,403,1739,356,1391,667,2008,849
423,682,1390,465,552,810,366,1857,502,1271,636,2038,779
422,683,1390,461,561,842,366,1886,505,1161,657,2069,899
422,683,1376,475,561,852,365,2073,505,1055,677,2017,844
485,683,1320,531,563,852,363,2089,504,1050,691,1971,750
485,683,1239,612,573,854,381,2072,527,1195,691,1965,735
565,683,1234,617,573,843,381,2111,527,1247,691,1966,717
580,683,1138,713,573,811,418,2138,520,1252,693,1940,693
580,683,1020,831,647,789,418,2154,515,1231,693,1956,611
628,680,1022,832,665,715,496,2127,515,1226,698,1986,615
636,680,1020,834,680,651,555,2080,515,1235,700,1955,615
695,655,867,1012,675,742,561,2049,480,1142,700,1939,615
697,715,878,1021,632,733,563,2049,480,1159,705,1940,630
758,747,860,1044,572,594,563,2034,479,1172,696,1940,673
782,752,842,1062,539,607,563,1984,465,1242,696,1939,675
776,784,772,1132,486,619,565,1742,535,1354,614,1883,675
885,934,771,1113,482,629,592,1731,494,1467,614,1661,675
851,995,771,1113,520,592,592,1697,512,1467,470,1347,675
927,990,527,1363,518,592,624,1406,551,1550,469,1181,675
929,977,434,1469,542,616,673,1228,611,1616,469,1182,675
929,969,358,1553,569,499,717,1123,631,1650,481,1139,694
947,976,358,1539,593,481,695,1132,631,1643,481,765,743
946,977,184,1666,593,440,680,1141,713,1642,481,683,847
947,961,118,1748,593,438,678,1144,796,1483,413,624,877
924,928,174,1748,499,457,501,1209,788,1503,415,415,878
906,927,193,1748,607,452,492,1188,801,1409,414,316,977
993,739,381,1736,619,399,432,1005,812,1355,221,296,982
1105,490,630,1682,666,326,409,953,856,1303,226,274,982
1122,489,609,1670,671,317,409,935,898,1297,226,293,953
1128,485,613,1391,668,317,409,935,898,1228,200,293,849
1196,421,677,1391,668,275,409,872,844,1244,246,291,645
1279,416,682,1391,699,275,409,849,715,1164,259,291,644
1278,423,682,1390,699,274,409,731,562,1110,312,281,641
1278,422,683,1390,689,228,409,702,559,1242,291,255,571
1320,422,683,1376,689,218,415,515,559,1276,420,279,686
1292,485,683,1320,687,218,433,504,559,1290,695,330,714
1293,485,683,1239,677,216,549,504,536,1181,816,343,642
1213,565,683,1234,677,216,648,469,536,1251,847,355,644
1198,580,683,1138,689,216,612,479,535,1263,850,311,644
1242,580,683,1020,680,272,612,437,535,1249,850,295,639
1194,628,680,1022,667,356,534,338,535,1247,864,265,753
1186,636,680,1020,660,440,475,331,535,1271,980,290,806
1127,695,655,867,680,344,477,331,537,1272,1141,382,833
1045,697,715,878,680,344,574,387,537,1240,1136,384,915
947,758,747,860,680,344,587,412,552,1227,1132,384,990
918,782,752,842,672,346,587,511,564,1157,1132,385,988
892,776,784,772,672,365,608,509,493,1046,1139,385,990
633,885,934,771,672,402,581,524,496,903,1158,390,1051
606,851,995,771,634,419,585,530,547,962,1317,393,1148
529,927,990,527,642,419,553,572,508,918,1478,482,1192
527,929,977,434,645,395,588,619,496,884,1559,516,1200
527,929,969,358,629,411,567,624,609,854,1617,523,1182
502,947,976,358,606,411,567,758,763,869,1620,523,1162
627,946,977,184,640,411,565,841,681,869,1625,513,1058
705,947,961,118,704,433,521,875,598,870,1632,512,1041
