Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5
430,1362,624,447,771,907,1656,1204,370,510,1519,698,319,578,1050,1527
430,1362,624,446,772,906,1583,1278,370,475,1509,704,319,578,1017,1528
434,1306,680,446,767,903,1591,1250,398,475,1499,712,319,578,985,1521
448,1296,690,446,767,901,1593,1235,413,475,1315,712,307,578,1026,1493
534,1296,690,446,767,901,1588,1220,433,475,1308,668,247,522,1079,1489
654,1296,690,446,716,952,1560,1237,444,475,1281,746,374,515,1118,1489
683,1296,680,456,659,1009,1472,1290,479,475,1146,904,374,513,1127,1489
690,1296,680,379,710,1035,1428,1175,638,475,1031,959,354,506,1179,1517
694,1150,826,360,729,1035,1304,1213,724,475,1008,1014,380,650,1086,1506
748,1144,832,360,679,1028,1307,1267,724,469,870,1015,387,650,1073,1500
803,1106,856,374,668,963,1382,1230,762,419,920,1015,387,635,1073,1372
803,1106,855,375,590,974,1417,1122,902,384,955,1015,387,608,1050,1371
815,1088,873,375,256,1304,1369,1173,903,347,992,1015,387,562,1072,1332
815,1088,873,375,255,1268,1313,1266,903,347,992,1015,391,545,1080,1318
793,1090,893,318,312,1267,1197,1383,903,132,1207,1015,384,545,1102,1241
792,1047,937,318,312,1267,1155,1425,903,128,1211,1036,357,545,1026,1213
790,1040,946,318,312,1267,1084,1448,951,107,1219,1036,346,530,1016,1279
722,1108,946,151,479,1267,962,1409,1112,102,1224,1039,345,528,1017,1151
746,1111,716,380,489,1223,992,1376,1159,102,1179,914,311,530,1017,1058
780,1108,707,352,530,1179,995,1399,1177,102,1076,836,247,525,1049,1020
991,989,826,352,530,1179,987,1401,1183,83,976,738,230,500,1091,782
994,657,1158,352,530,1179,984,1398,1123,136,972,709,230,516,1091,550
978,610,1221,338,544,1179,936,1374,1195,107,954,697,230,513,1091,564
1049,580,1252,333,549,1087,834,1320,1443,66,831,628,230,513,1091,437
1086,667,1270,333,440,1196,659,1495,1443,66,740,622,224,461,1075,438
1304,588,1373,333,434,1202,625,1529,1443,66,706,591,224,461,1042,438
1243,546,1403,406,429,1207,565,1589,1419,90,621,601,225,460,1082,443
1240,497,1452,409,420,912,840,1618,1417,92,621,707,246,429,1059,445
1200,389,1500,509,420,871,881,1618,1417,92,604,706,258,429,1036,445
1199,367,1412,615,425,847,810,1713,1311,198,534,704,270,479,1021,445
1145,411,1394,592,476,751,899,1689,1261,279,510,801,229,518,817,445
1126,430,1362,624,447,771,907,1656,1204,370,510,914,239,593,650,445
1126,430,1362,624,446,772,906,1583,1278,370,475,930,239,726,549,443
1122,434,1306,680,446,767,903,1591,1250,398,475,1066,240,745,482,443
1108,448,1296,690,446,767,901,1593,1235,413,475,1066,431,746,440,434
1022,534,1296,690,446,767,901,1588,1220,433,475,1066,444,746,387,434
902,654,1296,690,446,716,952,1560,1237,444,475,988,339,666,348,434
873,683,1296,680,456,659,1009,1472,1290,479,475,830,427,605,339,434
866,690,1296,680,379,710,1035,1428,1175,638,475,775,433,609,279,406
884,694,1150,826,360,729,1035,1304,1213,724,475,720,417,526,273,361
830,748,1144,832,360,679,1028,1307,1267,724,469,732,446,558,273,342
775,803,1106,856,374,668,963,1382,1230,762,419,732,446,558,293,314
775,803,1106,855,375,590,974,1417,1122,902,384,777,446,555,293,312
763,815,1088,873,375,256,1304,1369,1173,903,347,880,446,555,273,312
776,815,1088,873,375,255,1268,1313,1266,903,347,999,442,555,292,312
835,793,1090,893,318,312,1267,1197,1383,903,132,1016,441,568,271,286
835,792,1047,937,318,312,1267,1155,1425,903,128,1042,464,568,271,267
914,790,1040,946,318,312,1267,1084,1448,951,107,1206,486,567,314,198
1079,722,1108,946,151,479,1267,962,1409,1112,102,1294,515,567,313,324
1071,746,1111,716,380,489,1223,992,1376,1159,102,1328,522,565,313,366
1087,780,1108,707,352,530,1179,995,1399,1177,102,1412,674,548,281,367
920,991,989,826,352,530,1179,987,1401,1183,83,1412,674,553,230,364
917,994,657,1158,352,530,1179,984,1398,1123,136,1429,675,543,235,262
917,978,610,1221,338,544,1179,936,1374,1195,107,1499,687,544,241,329
846,1049,580,1252,333,549,1087,834,1320,1443,66,1523,691,550,266,322
704,1086,667,1270,333,440,1196,659,1495,1443,66,1519,762,554,266,321
463,1304,588,1373,333,434,1202,625,1529,1443,66,1509,822,560,263,321
513,1243,546,1403,406,429,1207,565,1589,1419,90,1499,832,560,228,316
715,1240,497,1452,409,420,912,840,1618,1417,92,1315,817,573,168,317
786,1200,389,1500,509,420,871,881,1618,1417,92,1308,805,594,255,317
812,1199,367,1412,615,425,847,810,1713,1311,198,1281,793,529,251,317
863,1145,411,1394,592,476,751,899,1689,1261,279,1146,793,484,251,317
892,1126,430,1362,624,447,771,907,1656,1204,370,1031,783,369,251,317
1008,1126,430,1362,624,446,772,906,1583,1278,370,1008,783,236,251,317
1018,1122,434,1306,680,446,767,903,1591,1250,398,870,782,217,251,317
1018,1108,448,1296,690,446,767,901,1593,1235,413,920,591,216,251,317
1022,1022,534,1296,690,446,767,901,1588,1220,433,955,573,216,290,317
1055,902,654,1296,690,446,716,952,1560,1237,444,992,591,216,362,317
1231,873,683,1296,680,456,659,1009,1472,1290,479,992,516,187,396,317
1254,866,690,1296,680,379,710,1035,1428,1175,638,1207,510,190,443,317
1232,884,694,1150,826,360,729,1035,1304,1213,724,1211,500,129,447,317
1251,830,748,1144,832,360,679,1028,1307,1267,724,1219,634,106,447,317
1251,775,803,1106,856,374,668,963,1382,1230,762,1224,717,106,427,402
1256,775,803,1106,855,375,590,974,1417,1122,902,1179,721,162,427,438
1327,763,815,1088,873,375,256,1304,1369,1173,903,1076,768,184,425,438
1358,776,815,1088,873,375,255,1268,1313,1266,903,976,805,189,394,440
1299,835,793,1090,893,318,312,1267,1197,1383,903,972,875,227,393,440
1306,835,792,1047,937,318,312,1267,1155,1425,903,954,958,252,385,471
1233,914,790,1040,946,318,312,1267,1084,1448,951,831,950,252,329,469
1068,1079,722,1108,946,151,479,1267,962,1409,1112,740,1056,252,329,422
1040,1071,746,1111,716,380,489,1223,992,1376,1159,706,1104,252,415,409
989,1087,780,1108,707,352,530,1179,995,1399,1177,621,977,252,417,409
945,920,991,989,826,352,530,1179,987,1401,1183,621,977,263,453,409
977,917,994,657,1158,352,530,1179,984,1398,1123,604,976,265,517,410
1094,917,978,610,1221,338,544,1179,936,1374,1195,534,964,318,526,282
1112,846,1049,580,1252,333,549,1087,834,1320,1443,510,960,340,512,282
1112,704,1086,667,1270,333,440,1196,659,1495,1443,510,889,342,529,282
1158,463,1304,588,1373,333,434,1202,625,1529,1443,475,829,336,527,282
1108,513,1243,546,1403,406,429,1207,565,1589,1419,475,818,336,523,285
917,715,1240,497,1452,409,420,912,840,1618,1417,475,815,323,523,282
852,786,1200,389,1500,509,420,871,881,1618,1417,475,823,302,436,282
888,812,1199,367,1412,615,425,847,810,1713,1311,475,846,302,435,282
930,863,1145,411,1394,592,476,751,899,1689,1261,475,856,302,435,282
927,892,1126,430,1362,624,447,771,907,1656,1204,475,915,342,435,282
811,1008,1126,430,1362,624,446,772,906,1583,1278,475,922,383,435,282
801,1018,1122,434,1306,680,446,767,903,1591,1250,469,922,383,443,282
803,1018,1108,448,1296,690,446,767,901,1593,1235,419,922,406,472,282
857,1022,1022,534,1296,690,446,767,901,1588,1220,384,922,470,515,282
825,1055,902,654,1296,690,446,716,952,1560,1237,347,877,476,446,282
696,1231,873,683,1296,680,456,659,1009,1472,1290,347,906,476,412,283
673,1254,866,690,1296,680,379,710,1035,1428,1175,132,906,460,514,284
685,1232,884,694,1150,826,360,729,1035,1304,1213,128,906,463,510,284
674,1251,830,748,1144,832,360,679,1028,1307,1267,107,736,455,510,284
674,1251,775,803,1106,856,374,668,963,1382,1230,102,653,564,510,202
669,1256,775,803,1106,855,375,590,974,1417,1122,102,682,568,510,287
598,1327,763,815,1088,873,375,256,1304,1369,1173,102,635,545,542,299
716,1358,776,815,1088,873,375,255,1268,1313,1266,83,598,551,563,326
724,1299,835,793,1090,893,318,312,1267,1197,1383,136,528,500,569,370
730,1306,835,792,1047,937,318,312,1267,1155,1425,107,520,475,569,518
747,1233,914,790,1040,946,318,312,1267,1084,1448,66,517,475,571,525
747,1068,1079,722,1108,946,151,479,1267,962,1409,66,382,475,571,432
747,1040,1071,746,1111,716,380,489,1223,992,1376,66,327,545,523,403
747,989,1087,780,1108,707,352,530,1179,995,1399,90,302,568,538,402
747,945,920,991,989,826,352,530,1179,987,1401,92,317,559,503,402
715,977,917,994,657,1158,352,530,1179,984,1398,92,317,565,502,401
598,1094,917,978,610,1221,338,544,1179,936,1374,198,317,607,694,401
579,1112,846,1049,580,1252,333,549,1087,834,1320,279,427,590,892,405
579,1112,704,1086,667,1270,333,440,1196,659,1495,370,432,584,877,413
532,1158,463,1304,588,1373,333,434,1202,625,1529,370,432,584,877,413
532,1108,513,1243,546,1403,406,429,1207,565,1589,398,432,584,984,410
521,917,715,1240,497,1452,409,420,912,840,1618,413,557,584,984,452
515,852,786,1200,389,1500,509,420,871,881,1618,433,571,677,992,464
453,888,812,1199,367,1412,615,425,847,810,1713,444,548,766,992,500
360,930,863,1145,411,1394,592,476,751,899,1689,479,538,766,992,500
392,927,892,1126,430,1362,624,447,771,907,1656,638,876,726,992,506
418,811,1008,1126,430,1362,624,446,772,906,1583,724,869,685,992,574
423,801,1018,1122,434,1306,680,446,767,903,1591,724,908,685,984,821
437,803,1018,1108,448,1296,690,446,767,901,1593,762,959,662,955,1091
379,857,1022,1022,534,1296,690,446,767,901,1588,902,1144,723,873,1091
378,825,1055,902,654,1296,690,446,716,952,1560,903,1191,721,870,1121
331,696,1231,873,683,1296,680,456,659,1009,1472,903,1160,722,870,1158
331,673,1254,866,690,1296,680,379,710,1035,1428,903,1173,737,721,1157
326,685,1232,884,694,1150,826,360,729,1035,1304,903,1197,734,721,1247
321,674,1251,830,748,1144,832,360,679,1028,1307,951,1247,733,721,1247
330,674,1251,775,803,1106,856,374,668,963,1382,1112,1385,624,721,1244
367,669,1256,775,803,1106,855,375,590,974,1417,1159,1384,563,721,1123
386,598,1327,763,815,1088,873,375,256,1304,1369,1177,1384,563,689,1111
291,716,1358,776,815,1088,873,375,255,1268,1313,1183,1487,796,668,1179
354,724,1299,835,793,1090,893,318,312,1267,1197,1123,1512,796,675,1135
341,730,1306,835,792,1047,937,318,312,1267,1155,1195,1428,796,675,956
318,747,1233,914,790,1040,946,318,312,1267,1084,1443,1468,796,673,949
330,747,1068,1079,722,1108,946,151,479,1267,962,1443,1468,796,707,984
345,747,1040,1071,746,1111,716,380,489,1223,992,1443,1468,772,669,1005
345,747,989,1087,780,1108,707,352,530,1179,995,1419,1470,749,710,1022
567,747,945,920,991,989,826,352,530,1179,987,1417,1456,740,709,1046
653,715,977,917,994,657,1158,352,530,1179,984,1417,1456,758,640,1046
658,598,1094,917,978,610,1221,338,544,1179,936,1311,1456,660,433,1046
658,579,1112,846,1049,580,1252,333,549,1087,834,1261,1346,649,224,1131
658,579,1112,704,1086,667,1270,333,440,1196,659,1204,1341,649,222,1123
658,532,1158,463,1304,588,1373,333,434,1202,625,1278,1341,649,295,1161
658,532,1108,513,1243,546,1403,406,429,1207,565,1250,1341,649,208,1161
746,521,917,715,1240,497,1452,409,420,912,840,1235,1213,649,299,1120
746,515,852,786,1200,389,1500,509,420,871,881,1220,1191,556,291,1108
824,453,888,812,1199,367,1412,615,425,847,810,1237,1288,468,291,1240
841,360,930,863,1145,411,1394,592,476,751,899,1290,1338,468,291,1240
836,392,927,892,1126,430,1362,624,447,771,907,1175,941,468,291,1234
810,418,811,1008,1126,430,1362,624,446,772,906,1213,941,468,291,1230
805,423,801,1018,1122,434,1306,680,446,767,903,1267,1017,468,305,983
846,437,803,1018,1108,448,1296,690,446,767,901,1230,1114,468,326,713
848,379,857,1022,1022,534,1296,690,446,767,901,1122,929,343,326,713
848,378,825,1055,902,654,1296,690,446,716,952,1173,898,339,327,683
876,331,696,1231,873,683,1296,680,456,659,1009,1266,879,338,423,645
876,331,673,1254,866,690,1296,680,379,710,1035,1383,866,323,423,645
869,326,685,1232,884,694,1150,826,360,729,1035,1425,842,323,444,555
1109,321,674,1251,830,748,1144,832,360,679,1028,1448,933,325,444,555
1100,330,674,1251,775,803,1106,856,374,668,963,1409,803,326,444,555
1063,367,669,1256,775,803,1106,855,375,590,974,1376,782,326,444,555
1044,386,598,1327,763,815,1088,873,375,256,1304,1399,782,376,444,555
977,291,716,1358,776,815,1088,873,375,255,1268,1401,681,334,444,458
906,354,724,1299,835,793,1090,893,318,312,1267,1398,656,392,431,484
906,341,730,1306,835,792,1047,937,318,312,1267,1374,642,456,484,523
1077,318,747,1233,914,790,1040,946,318,312,1267,1320,591,505,587,549
1153,330,747,1068,1079,722,1108,946,151,479,1267,1495,591,505,568,537
1138,345,747,1040,1071,746,1111,716,380,489,1223,1529,591,493,606,611
1138,345,747,989,1087,780,1108,707,352,530,1179,1589,608,507,548,594
916,567,747,945,920,991,989,826,352,530,1179,1618,624,759,548,570
870,653,715,977,917,994,657,1158,352,530,1179,1618,625,772,623,570
895,658,598,1094,917,978,610,1221,338,544,1179,1713,629,848,671,570
895,658,579,1112,846,1049,580,1252,333,549,1087,1689,629,848,695,481
900,658,579,1112,704,1086,667,1270,333,440,1196,1656,629,848,705,481
967,658,532,1158,463,1304,588,1373,333,434,1202,1583,629,848,634,443
971,658,532,1108,513,1243,546,1403,406,429,1207,1591,629,848,614,443
883,746,521,917,715,1240,497,1452,409,420,912,1593,629,848,523,442
883,746,515,852,786,1200,389,1500,509,420,871,1588,629,848,523,442
805,824,453,888,812,1199,367,1412,615,425,847,1560,532,847,523,274
808,841,360,930,863,1145,411,1394,592,476,751,1472,482,847,523,281
765,836,392,927,892,1126,430,1362,624,447,771,1428,482,847,525,281
766,810,418,811,1008,1126,430,1362,624,446,772,1304,482,957,661,217
832,805,423,801,1018,1122,434,1306,680,446,767,1307,367,957,715,217
820,846,437,803,1018,1108,448,1296,690,446,767,1382,219,1024,724,232
821,848,379,857,1022,1022,534,1296,690,446,767,1417,219,1024,776,392
821,848,378,825,1055,902,654,1296,690,446,716,1369,223,1024,775,392
793,876,331,696,1231,873,683,1296,680,456,659,1313,223,1027,679,392
793,876,331,673,1254,866,690,1296,680,379,710,1197,223,1076,679,396
793,869,326,685,1232,884,694,1150,826,360,729,1155,223,1093,681,398
622,1109,321,674,1251,830,748,1144,832,360,679,1084,82,1091,689,471
801,1100,330,674,1251,775,803,1106,856,374,668,962,88,1134,689,493
854,1063,367,669,1256,775,803,1106,855,375,590,992,124,1273,689,493
854,1044,386,598,1327,763,815,1088,873,375,256,995,124,1657,689,493
854,977,291,716,1358,776,815,1088,873,375,255,987,122,1456,689,532
854,906,354,724,1299,835,793,1090,893,318,312,984,122,1398,689,506
869,906,341,730,1306,835,792,1047,937,318,312,936,134,1334,636,467
704,1077,318,747,1233,914,790,1040,946,318,312,834,188,1285,533,441
690,1153,330,747,1068,1079,722,1108,946,151,479,659,222,1286,525,417
904,1138,345,747,1040,1071,746,1111,716,380,489,625,501,1252,506,322
904,1138,345,747,989,1087,780,1108,707,352,530,565,482,1297,506,322
904,916,567,747,945,920,991,989,826,352,530,840,465,1045,506,322
864,870,653,715,977,917,994,657,1158,352,530,881,465,1055,454,322
879,895,658,598,1094,917,978,610,1221,338,544,810,461,1007,406,322
879,895,658,579,1112,846,1049,580,1252,333,549,899,475,1007,382,322
874,900,658,579,1112,704,1086,667,1270,333,440,907,531,1007,499,322
828,967,658,532,1158,463,1304,588,1373,333,434,906,612,1019,497,322
877,971,658,532,1108,513,1243,546,1403,406,429,903,617,1032,567,322
880,883,746,521,917,715,1240,497,1452,409,420,901,713,1135,654,322
880,883,746,515,852,786,1200,389,1500,509,420,901,831,1249,682,322
888,805,824,453,888,812,1199,367,1412,615,425,952,832,1249,682,322
869,808,841,360,930,863,1145,411,1394,592,476,1009,834,1249,863,315
865,765,836,392,927,892,1126,430,1362,624,447,1035,1012,1249,900,494
864,766,810,418,811,1008,1126,430,1362,624,446,1035,1021,1139,995,623
839,832,805,423,801,1018,1122,434,1306,680,446,1028,1044,1160,927,623
812,820,846,437,803,1018,1108,448,1296,690,446,963,1062,1093,1010,608
809,821,848,379,857,1022,1022,534,1296,690,446,974,1132,1093,982,448
922,821,848,378,825,1055,902,654,1296,690,446,1304,1113,1093,982,448
922,793,876,331,696,1231,873,683,1296,680,456,1268,1113,1092,983,448
941,793,876,331,673,1254,866,690,1296,680,379,1267,1363,1044,1022,444
943,793,869,326,685,1232,884,694,1150,826,360,1267,1469,1087,1097,442
871,622,1109,321,674,1251,830,748,1144,832,360,1267,1553,1087,1112,369
692,801,1100,330,674,1251,775,803,1106,856,374,1267,1539,1043,1124,347
639,854,1063,367,669,1256,775,803,1106,855,375,1223,1666,904,1221,356
639,854,1044,386,598,1327,763,815,1088,873,375,1179,1748,470,1249,506
639,854,977,291,716,1358,776,815,1088,873,375,1179,1748,469,1278,473
639,854,906,354,724,1299,835,793,1090,893,318,1179,1748,469,1278,473
627,869,906,341,730,1306,835,792,1047,937,318,1179,1736,469,1278,473
685,704,1077,318,747,1233,914,790,1040,946,318,1087,1682,469,1278,473
687,690,1153,330,747,1068,1079,722,1108,946,151,1196,1670,468,1271,473
473,904,1138,345,747,1040,1071,746,1111,716,380,1202,1391,468,1252,473
683,904,1138,345,747,989,1087,780,1108,707,352,1207,1391,409,1252,473
741,904,916,567,747,945,920,991,989,826,352,912,1391,409,1252,482
758,864,870,653,715,977,917,994,657,1158,352,871,1390,354,1229,629
713,879,895,658,598,1094,917,978,610,1221,338,847,1390,326,1229,629
713,879,895,658,579,1112,846,1049,580,1252,333,751,1376,327,1229,629
713,874,900,658,579,1112,704,1086,667,1270,333,771,1320,658,1233,658
707,828,967,658,532,1158,463,1304,588,1373,333,772,1239,759,1239,658
1057,877,971,658,532,1108,513,1243,546,1403,406,767,1234,776,1167,658
1283,880,883,746,521,917,715,1240,497,1452,409,767,1138,673,1081,658
1283,880,883,746,515,852,786,1200,389,1500,509,767,1020,560,1053,658
1275,888,805,824,453,888,812,1199,367,1412,615,716,1022,610,1056,658
1274,869,808,841,360,930,863,1145,411,1394,592,659,1020,652,875,658
1268,865,765,836,392,927,892,1126,430,1362,624,710,867,652,836,479
1268,864,766,810,418,811,1008,1126,430,1362,624,729,878,652,641,350
1227,839,832,805,423,801,1018,1122,434,1306,680,679,860,631,641,350
1209,812,820,846,437,803,1018,1108,448,1296,690,668,842,631,539,350
1209,809,821,848,379,857,1022,1022,534,1296,690,590,772,631,518,350
1096,922,821,848,378,825,1055,902,654,1296,690,256,771,631,537,382
1100,922,793,876,331,696,1231,873,683,1296,680,255,771,629,654,388
1081,941,793,876,331,673,1254,866,690,1296,680,312,527,628,620,388
1079,943,793,869,326,685,1232,884,694,1150,826,312,434,575,562,388
1079,871,622,1109,321,674,1251,830,748,1144,832,312,358,575,539,388
1079,692,801,1100,330,674,1251,775,803,1106,856,479,358,586,549,390
1079,639,854,1063,367,669,1256,775,803,1106,855,489,184,596,453,400
1079,639,854,1044,386,598,1327,763,815,1088,873,530,118,613,427,250
1155,639,854,977,291,716,1358,776,815,1088,873,530,174,652,456,244
1253,639,854,906,354,724,1299,835,793,1090,893,530,193,825,456,285
1302,627,869,906,341,730,1306,835,792,1047,937,544,381,842,456,369
1264,685,704,1077,318,747,1233,914,790,1040,946,549,630,842,456,399
1190,687,690,1153,330,747,1068,1079,722,1108,946,440,609,842,456,399
1257,473,904,1138,345,747,1040,1071,746,1111,716,434,613,842,509,410
1091,683,904,1138,345,747,989,1087,780,1108,707,429,677,842,512,481
1033,741,904,916,567,747,945,920,991,989,826,420,682,842,518,627
1065,758,864,870,653,715,977,917,994,657,1158,420,682,842,537,517
1065,713,879,895,658,598,1094,917,978,610,1221,425,683,843,551,517
1065,713,879,895,658,579,1112,846,1049,580,1252,476,683,842,551,518
1065,713,874,900,658,579,1112,704,1086,667,1270,447,683,511,420,491
1052,707,828,967,658,532,1158,463,1304,588,1373,446,683,398,414,491
649,1057,877,971,658,532,1108,513,1243,546,1403,446,683,368,425,491
420,1283,880,883,746,521,917,715,1240,497,1452,446,683,368,456,491
428,1283,880,883,746,515,852,786,1200,389,1500,446,683,367,478,491
491,1275,888,805,824,453,888,812,1199,367,1412,446,680,317,552,491
