Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6
341,1217,1302,266,229,651,977,833,321,620,1077,1122,1066,240
343,911,1608,266,229,633,980,811,351,627,1080,1108,1066,431
344,860,1659,266,229,633,980,811,359,562,1148,1022,1066,444
357,852,1671,266,229,633,854,937,359,517,1139,902,988,339
357,897,1669,207,245,676,725,1032,339,556,951,873,830,427
283,948,1690,126,270,734,710,1032,339,556,848,866,775,433
187,1015,1719,124,251,753,705,989,337,556,837,884,720,417
178,1006,1737,124,251,753,700,946,337,570,837,830,732,446
181,985,1758,124,251,723,728,729,337,574,835,775,732,446
186,967,1776,124,251,723,714,735,337,708,485,775,777,446
192,964,1779,120,255,723,712,451,367,708,485,763,880,446
183,973,1779,96,279,698,718,458,342,749,485,776,999,442
183,973,1778,97,279,663,753,457,391,778,485,835,1016,441
183,968,1783,97,279,599,805,467,399,804,489,835,1042,464
183,925,1826,97,279,458,861,552,388,982,489,914,1206,486
154,941,1841,93,283,458,822,590,358,935,508,1079,1294,515
155,904,1872,87,295,458,822,590,358,931,510,1071,1328,522
174,903,1883,95,295,458,822,531,358,910,510,1087,1412,674
202,708,2057,116,295,458,817,536,358,901,632,920,1412,674
202,653,2057,167,299,458,817,536,355,816,672,917,1429,675
221,597,1690,579,310,458,817,536,378,692,720,917,1499,687
221,380,1871,589,336,458,811,542,378,689,713,846,1523,691
221,341,1902,564,369,443,770,598,378,652,765,704,1519,762
224,323,1787,698,311,501,639,729,378,652,780,463,1509,822
226,308,1792,708,306,505,540,829,378,652,837,513,1499,832
226,303,1719,784,293,478,579,832,370,652,838,715,1315,817
226,303,1719,784,271,500,440,971,370,652,743,786,1308,805
227,303,1715,788,270,490,401,1021,388,652,592,812,1281,793
227,292,1654,860,269,490,402,1004,375,651,571,863,1146,793
224,290,1464,1055,268,237,656,1004,312,651,551,892,1031,783
221,309,1311,1208,266,239,642,997,297,651,548,1008,1008,783
272,341,1217,1302,266,229,651,977,296,632,548,1018,870,782
271,343,911,1608,266,229,633,980,215,625,545,1018,920,591
270,344,860,1659,266,229,633,980,219,628,477,1022,955,573
253,357,852,1671,266,229,633,854,219,782,466,1055,992,591
208,357,897,1669,207,245,676,725,219,820,466,1231,992,516
208,283,948,1690,126,270,734,710,219,824,462,1254,1207,510
208,187,1015,1719,124,251,753,705,211,824,534,1232,1211,500
208,178,1006,1737,124,251,753,700,211,804,547,1251,1219,634
205,181,985,1758,124,251,723,728,211,797,571,1251,1224,717
200,186,967,1776,124,251,723,714,211,790,600,1256,1179,721
194,192,964,1779,120,255,723,712,181,807,622,1327,1076,768
194,183,973,1779,96,279,698,718,181,784,648,1358,976,805
194,183,973,1778,97,279,663,753,102,816,654,1299,972,875
194,183,968,1783,97,279,599,805,94,821,650,1306,954,958
194,183,925,1826,97,279,458,861,124,645,650,1233,831,950
192,154,941,1841,93,283,458,822,154,628,631,1068,740,1056
198,155,904,1872,87,295,458,822,197,688,629,1040,706,1104
161,174,903,1883,95,295,458,822,259,697,629,989,621,977
133,202,708,2057,116,295,458,817,330,736,507,945,621,977
133,202,653,2057,167,299,458,817,330,739,439,977,604,976
119,221,597,1690,579,310,458,817,297,700,384,1094,534,964
119,221,380,1871,589,336,458,811,297,700,388,1112,510,960
174,221,341,1902,564,369,443,770,297,725,340,1112,510,889
218,224,323,1787,698,311,501,639,297,725,326,1158,475,829
238,226,308,1792,708,306,505,540,297,725,258,1108,475,818
317,226,303,1719,784,293,478,579,297,725,257,917,475,815
317,226,303,1719,784,271,500,440,317,731,250,852,475,823
316,227,303,1715,788,270,490,401,297,735,247,888,475,846
316,227,292,1654,860,269,490,402,292,735,247,930,475,856
316,224,290,1464,1055,268,237,656,292,735,247,927,475,915
312,221,309,1311,1208,266,239,642,287,735,290,811,475,922
252,272,341,1217,1302,266,229,651,295,735,492,801,469,922
318,271,343,911,1608,266,229,633,295,735,578,803,419,922
358,270,344,860,1659,266,229,633,283,732,578,857,384,922
402,253,357,852,1671,266,229,633,283,552,578,825,347,877
423,208,357,897,1669,207,245,676,283,475,578,696,347,906
517,208,283,948,1690,126,270,734,283,471,578,673,132,906
612,208,187,1015,1719,124,251,753,288,471,505,685,128,906
690,208,178,1006,1737,124,251,753,314,471,492,674,107,736
846,205,181,985,1758,124,251,723,314,500,448,674,102,653
915,200,186,967,1776,124,251,723,314,373,471,669,102,682
917,194,192,964,1779,120,255,723,314,311,451,598,102,635
917,194,183,973,1779,96,279,698,352,289,479,716,83,598
961,194,183,973,1778,97,279,663,360,228,473,724,136,528
961,194,183,968,1783,97,279,599,390,198,473,730,107,520
1193,194,183,925,1826,97,279,458,360,190,473,747,66,517
1193,192,154,941,1841,93,283,458,330,275,473,747,66,382
1186,198,155,904,1872,87,295,458,287,276,473,747,66,327
1264,161,174,903,1883,95,295,458,225,267,473,747,90,302
1330,133,202,708,2057,116,295,458,154,228,475,747,92,317
1330,133,202,653,2057,167,299,458,154,486,475,715,92,317
1327,119,221,597,1690,579,310,458,144,507,475,598,198,317
1358,119,221,380,1871,589,336,458,144,507,476,579,279,427
1303,174,221,341,1902,564,369,443,186,533,540,579,370,432
1297,218,224,323,1787,698,311,501,186,533,683,532,370,432
1275,238,226,308,1792,708,306,505,186,632,721,532,398,432
1196,317,226,303,1719,784,293,478,186,632,776,521,413,557
1196,317,226,303,1719,784,271,500,179,626,776,515,433,571
1238,316,227,303,1715,788,270,490,187,627,935,453,444,548
1262,316,227,292,1654,860,269,490,187,627,983,360,479,538
1265,316,224,290,1464,1055,268,237,187,627,983,392,638,876
1260,312,221,309,1311,1208,266,239,218,693,945,418,724,869
1238,252,272,341,1217,1302,266,229,255,693,743,423,724,908
1182,318,271,343,911,1608,266,229,364,693,662,437,762,959
1258,358,270,344,860,1659,266,229,425,693,662,379,902,1144
1214,402,253,357,852,1671,266,229,425,693,703,378,903,1191
1193,423,208,357,897,1669,207,245,433,693,703,331,903,1160
1099,517,208,283,948,1690,126,270,433,693,703,331,903,1173
1004,612,208,187,1015,1719,124,251,428,693,703,326,903,1197
926,690,208,178,1006,1737,124,251,402,765,703,321,951,1247
770,846,205,181,985,1758,124,251,402,866,709,330,1112,1385
701,915,200,186,967,1776,124,251,402,871,639,367,1159,1384
700,917,194,192,964,1779,120,255,402,893,648,386,1177,1384
700,917,194,183,973,1779,96,279,364,972,594,291,1183,1487
701,961,194,183,973,1778,97,279,356,1100,594,354,1123,1512
704,961,194,183,968,1783,97,279,435,1106,594,341,1195,1428
472,1193,194,183,925,1826,97,279,435,1096,594,318,1443,1468
754,1193,192,154,941,1841,93,283,435,1008,594,330,1443,1468
772,1186,198,155,904,1872,87,295,488,947,594,345,1443,1468
695,1264,161,174,903,1883,95,295,488,947,594,345,1419,1470
708,1330,133,202,708,2057,116,295,528,947,592,567,1417,1456
750,1330,133,202,653,2057,167,299,630,940,650,653,1417,1456
748,1327,119,221,597,1690,579,310,633,919,685,658,1311,1456
717,1358,119,221,380,1871,589,336,648,1062,684,658,1261,1346
717,1303,174,221,341,1902,564,369,611,1073,661,658,1204,1341
819,1297,218,224,323,1787,698,311,674,1164,711,658,1278,1341
822,1275,238,226,308,1792,708,306,674,1100,757,658,1250,1341
889,1196,317,226,303,1719,784,293,711,1129,702,746,1235,1213
889,1196,317,226,303,1719,784,271,698,1129,702,746,1220,1191
857,1238,316,227,303,1715,788,270,690,1151,543,824,1237,1288
963,1262,316,227,292,1654,860,269,726,1151,879,841,1290,1338
960,1265,316,224,290,1464,1055,268,741,1151,879,836,1175,941
954,1260,312,221,309,1311,1208,266,760,1151,874,810,1213,941
970,1238,252,272,341,1217,1302,266,754,1151,874,805,1267,1017
1165,1182,318,271,343,911,1608,266,864,1158,869,846,1230,1114
1083,1258,358,270,344,860,1659,266,811,1160,882,848,1122,929
1084,1214,402,253,357,852,1671,266,1097,1160,889,848,1173,898
1084,1193,423,208,357,897,1669,207,1101,1160,889,876,1266,879
1152,1099,517,208,283,948,1690,126,1102,1160,889,876,1383,866
1152,1004,612,208,187,1015,1719,124,1104,1160,889,869,1425,842
1152,926,690,208,178,1006,1737,124,1104,1088,905,1109,1448,933
1152,770,846,205,181,985,1758,124,1105,958,893,1100,1409,803
1154,701,915,200,186,967,1776,124,1105,953,892,1063,1376,782
1206,700,917,194,192,964,1779,120,1164,931,881,1044,1399,782
1207,700,917,194,183,973,1779,96,1164,852,888,977,1401,681
1162,701,961,194,183,973,1778,97,1164,724,888,906,1398,656
1159,704,961,194,183,968,1783,97,1055,716,888,906,1374,642
1159,472,1193,194,183,925,1826,97,1055,716,888,1077,1320,591
877,754,1193,192,154,941,1841,93,1055,716,888,1153,1495,591
980,772,1186,198,155,904,1872,87,1002,716,888,1138,1529,591
1038,695,1264,161,174,903,1883,95,1002,716,888,1138,1589,608
961,708,1330,133,202,708,2057,116,962,716,898,916,1618,624
1062,750,1330,133,202,653,2057,167,860,462,892,870,1618,625
1071,748,1327,119,221,597,1690,579,857,462,896,895,1713,629
1074,717,1358,119,221,380,1871,589,859,319,933,895,1689,629
1159,717,1303,174,221,341,1902,564,854,340,888,900,1656,629
1215,819,1297,218,224,323,1787,698,812,378,694,967,1583,629
1508,822,1275,238,226,308,1792,708,833,344,655,971,1591,629
1592,889,1196,317,226,303,1719,784,811,315,750,883,1593,629
1614,889,1196,317,226,303,1719,784,811,319,750,883,1588,629
1609,857,1238,316,227,303,1715,788,937,299,750,805,1560,532
1480,963,1262,316,227,292,1654,860,1032,304,366,808,1472,482
1480,960,1265,316,224,290,1464,1055,1032,304,471,765,1428,482
1479,954,1260,312,221,309,1311,1208,989,238,490,766,1304,482
1462,970,1238,252,272,341,1217,1302,946,238,508,832,1307,367
1281,1165,1182,318,271,343,911,1608,729,231,511,820,1382,219
1247,1083,1258,358,270,344,860,1659,735,267,498,821,1417,219
1246,1084,1214,402,253,357,852,1671,451,272,508,821,1369,223
1246,1084,1193,423,208,357,897,1669,458,276,705,793,1313,223
1178,1152,1099,517,208,283,948,1690,457,276,727,793,1197,223
1178,1152,1004,612,208,187,1015,1719,467,276,727,793,1155,223
1360,1152,926,690,208,178,1006,1737,552,317,711,622,1084,82
1392,1152,770,846,205,181,985,1758,590,317,749,801,962,88
1390,1154,701,915,200,186,967,1776,590,447,749,854,992,124
1375,1206,700,917,194,192,964,1779,531,468,754,854,995,124
1374,1207,700,917,194,183,973,1779,536,468,747,854,987,122
1398,1162,701,961,194,183,973,1778,536,471,747,854,984,122
1399,1159,704,961,194,183,968,1783,536,471,747,869,936,134
1399,1159,472,1193,194,183,925,1826,542,494,786,704,834,188
1402,877,754,1193,192,154,941,1841,598,494,786,690,659,222
1392,980,772,1186,198,155,904,1872,729,536,786,904,625,501
1339,1038,695,1264,161,174,903,1883,829,597,786,904,565,482
1340,961,708,1330,133,202,708,2057,832,597,776,904,840,465
1197,1062,750,1330,133,202,653,2057,971,597,743,864,881,465
1194,1071,748,1327,119,221,597,1690,1021,605,704,879,810,461
1191,1074,717,1358,119,221,380,1871,1004,605,663,879,899,475
1106,1159,717,1303,174,221,341,1902,1004,522,832,874,907,531
906,1215,819,1297,218,224,323,1787,997,433,855,828,906,612
610,1508,822,1275,238,226,308,1792,977,777,810,877,903,617
459,1592,889,1196,317,226,303,1719,980,777,935,880,901,713
443,1614,889,1196,317,226,303,1719,980,885,935,880,901,831
438,1609,857,1238,316,227,303,1715,854,1024,935,888,952,832
437,1480,963,1262,316,227,292,1654,725,1110,935,869,1009,834
437,1480,960,1265,316,224,290,1464,710,1225,830,865,1035,1012
437,1479,954,1260,312,221,309,1311,705,1237,811,864,1035,1021
445,1462,970,1238,252,272,341,1217,700,1237,793,839,1028,1044
551,1281,1165,1182,318,271,343,911,728,1237,790,812,963,1062
551,1247,1083,1258,358,270,344,860,714,1199,793,809,974,1132
604,1246,1084,1214,402,253,357,852,712,1196,735,922,1304,1113
605,1246,1084,1193,423,208,357,897,718,1302,538,922,1268,1113
608,1178,1152,1099,517,208,283,948,753,1326,516,941,1267,1363
608,1178,1152,1004,612,208,187,1015,805,1326,533,943,1267,1469
426,1360,1152,926,690,208,178,1006,861,1474,533,871,1267,1553
394,1392,1152,770,846,205,181,985,822,1829,495,692,1267,1539
395,1390,1154,701,915,200,186,967,822,1722,495,639,1223,1666
357,1375,1206,700,917,194,192,964,822,1777,490,639,1179,1748
421,1374,1207,700,917,194,183,973,817,1787,490,639,1179,1748
397,1398,1162,701,961,194,183,973,817,1784,490,639,1179,1748
396,1399,1159,704,961,194,183,968,817,1784,591,627,1179,1736
396,1399,1159,472,1193,194,183,925,811,1761,552,685,1087,1682
407,1402,877,754,1193,192,154,941,770,1761,626,687,1196,1670
296,1392,980,772,1186,198,155,904,639,1719,816,473,1202,1391
290,1339,1038,695,1264,161,174,903,540,1658,819,683,1207,1391
287,1340,961,708,1330,133,202,708,579,1696,819,741,912,1391
287,1197,1062,750,1330,133,202,653,440,1877,800,758,871,1390
281,1194,1071,748,1327,119,221,597,401,1921,800,713,847,1390
281,1191,1074,717,1358,119,221,380,402,1922,800,713,751,1376
281,1106,1159,717,1303,174,221,341,656,1922,631,713,771,1320
342,906,1215,819,1297,218,224,323,642,1882,608,707,772,1239
383,610,1508,822,1275,238,226,308,651,1565,608,1057,767,1234
383,459,1592,889,1196,317,226,303,633,1565,389,1283,767,1138
390,443,1614,889,1196,317,226,303,633,1453,482,1283,767,1020
410,438,1609,857,1238,316,227,303,633,1379,482,1275,716,1022
454,437,1480,963,1262,316,227,292,676,1376,482,1274,659,1020
454,437,1480,960,1265,316,224,290,734,1261,482,1268,710,867
454,437,1479,954,1260,312,221,309,753,1249,482,1268,729,878
446,445,1462,970,1238,252,272,341,753,1249,482,1227,679,860
315,551,1281,1165,1182,318,271,343,723,1249,576,1209,668,842
335,551,1247,1083,1258,358,270,344,723,1249,573,1209,590,772
323,604,1246,1084,1214,402,253,357,723,1247,573,1096,256,771
322,605,1246,1084,1193,423,208,357,698,1206,573,1100,255,771
349,608,1178,1152,1099,517,208,283,663,1386,573,1081,312,527
418,608,1178,1152,1004,612,208,187,599,1387,556,1079,312,434
667,426,1360,1152,926,690,208,178,458,1212,556,1079,312,358
728,394,1392,1152,770,846,205,181,458,858,556,1079,479,358
763,395,1390,1154,701,915,200,186,458,839,556,1079,489,184
763,357,1375,1206,700,917,194,192,458,763,556,1079,530,118
699,421,1374,1207,700,917,194,183,458,812,556,1155,530,174
706,397,1398,1162,701,961,194,183,458,825,556,1253,530,193
767,396,1399,1159,704,961,194,183,458,959,455,1302,544,381
962,396,1399,1159,472,1193,194,183,458,959,455,1264,549,630
951,407,1402,877,754,1193,192,154,443,959,381,1190,440,609
986,296,1392,980,772,1186,198,155,501,988,396,1257,434,613
1014,290,1339,1038,695,1264,161,174,505,989,432,1091,429,677
1034,287,1340,961,708,1330,133,202,478,951,458,1033,420,682
1040,287,1197,1062,750,1330,133,202,500,770,476,1065,420,682
1040,281,1194,1071,748,1327,119,221,490,718,476,1065,425,683
1066,281,1191,1074,717,1358,119,221,490,717,568,1065,476,683
1184,281,1106,1159,717,1303,174,221,237,717,694,1065,447,683
1170,342,906,1215,819,1297,218,224,239,717,740,1052,446,683
1373,383,610,1508,822,1275,238,226,229,689,740,649,446,683
1402,383,459,1592,889,1196,317,226,229,689,739,420,446,683
1397,390,443,1614,889,1196,317,226,229,720,646,428,446,683
1380,410,438,1609,857,1238,316,227,229,722,648,491,446,680
1336,454,437,1480,963,1262,316,227,245,634,650,491,456,680
1336,454,437,1480,960,1265,316,224,270,634,650,491,379,655
1336,454,437,1479,954,1260,312,221,251,727,650,491,360,715
1336,446,445,1462,970,1238,252,272,251,762,650,491,360,747
1336,315,551,1281,1165,1182,318,271,251,762,556,510,374,752
1316,335,551,1247,1083,1258,358,270,251,762,556,510,375,784
1275,323,604,1246,1084,1214,402,253,255,799,558,511,375,934
1275,322,605,1246,1084,1193,423,208,279,730,600,515,375,995
1248,349,608,1178,1152,1099,517,208,279,526,605,515,318,990
1180,418,608,1178,1152,1004,612,208,279,525,605,515,318,977
931,667,426,1360,1152,926,690,208,279,512,605,679,318,969
882,728,394,1392,1152,770,846,205,283,511,605,682,151,976
896,763,395,1390,1154,701,915,200,295,507,605,702,380,977
896,763,357,1375,1206,700,917,194,295,523,605,760,352,961
896,699,421,1374,1207,700,917,194,295,531,605,734,352,928
1043,706,397,1398,1162,701,961,194,299,518,639,689,352,927
1121,767,396,1399,1159,704,961,194,310,385,684,637,338,739
947,962,396,1399,1159,472,1193,194,336,406,761,611,333,490
977,951,407,1402,877,754,1193,192,369,423,942,609,333,489
942,986,296,1392,980,772,1186,198,311,394,771,542,333,485
927,1014,290,1339,1038,695,1264,161,306,519,740,505,406,421
907,1034,287,1340,961,708,1330,133,293,627,806,506,409,416
901,1040,287,1197,1062,750,1330,133,271,708,788,457,509,423
990,1040,281,1194,1071,748,1327,119,270,804,845,569,615,422
964,1066,281,1191,1074,717,1358,119,269,858,797,618,592,422
846,1184,281,1106,1159,717,1303,174,268,1013,671,668,624,485
799,1170,342,906,1215,819,1297,218,266,1046,628,674,624,485
555,1373,383,610,1508,822,1275,238,266,1134,629,674,680,565
526,1402,383,459,1592,889,1196,317,266,1138,639,674,690,580
518,1397,390,443,1614,889,1196,317,266,1108,642,670,690,580
515,1380,410,438,1609,857,1238,316,266,1034,802,634,690,628
528,1336,454,437,1480,963,1262,316,207,1034,955,634,680,636
528,1336,454,437,1480,960,1265,316,126,1035,955,640,680,695
528,1336,454,437,1479,954,1260,312,124,944,955,642,826,697
544,1336,446,445,1462,970,1238,252,124,909,955,648,832,758
545,1336,315,551,1281,1165,1182,318,124,909,955,657,856,782
545,1316,335,551,1247,1083,1258,358,124,924,959,720,855,776
545,1275,323,604,1246,1084,1214,402,120,888,1143,729,873,885
545,1275,322,605,1246,1084,1193,423,96,888,1155,737,873,851
668,1248,349,608,1178,1152,1099,517,97,890,1187,737,893,927
670,1180,418,608,1178,1152,1004,612,97,891,1189,737,937,929
670,931,667,426,1360,1152,926,690,97,893,1349,573,946,929
658,882,728,394,1392,1152,770,846,93,893,1453,570,946,947
608,896,763,395,1390,1154,701,915,87,930,1547,550,716,946
690,896,763,357,1375,1206,700,917,95,915,1547,527,707,947
693,896,699,421,1374,1207,700,917,116,848,1558,553,826,924
562,1043,706,397,1398,1162,701,961,167,850,1538,508,1158,906
504,1121,767,396,1399,1159,704,961,579,849,1549,561,1221,993
511,947,962,396,1399,1159,472,1193,589,832,1473,654,1252,1105
478,977,951,407,1402,877,754,1193,564,820,1367,778,1270,1122
491,942,986,296,1392,980,772,1186,698,821,1388,848,1373,1128
478,927,1014,290,1339,1038,695,1264,708,722,1416,842,1403,1196
497,907,1034,287,1340,961,708,1330,784,754,1408,841,1452,1279
513,901,1040,287,1197,1062,750,1330,784,702,1425,854,1500,1278
424,990,1040,281,1194,1071,748,1327,788,612,1467,743,1412,1278
424,964,1066,281,1191,1074,717,1358,860,559,1437,694,1394,1320
425,846,1184,281,1106,1159,717,1303,1055,410,1438,644,1362,1292
573,799,1170,342,906,1215,819,1297,1208,388,1438,636,1362,1293
693,555,1373,383,610,1508,822,1275,1302,306,1437,641,1306,1213
778,526,1402,383,459,1592,889,1196,1608,302,1427,641,1296,1198
936,518,1397,390,443,1614,889,1196,1659,332,1424,637,1296,1242
937,515,1380,410,438,1609,857,1238,1671,347,1262,637,1296,1194
925,528,1336,454,437,1480,963,1262,1669,377,1107,643,1296,1186
989,528,1336,454,437,1480,960,1265,1690,480,1112,642,1296,1127
1032,528,1336,454,437,1479,954,1260,1719,495,1119,661,1150,1045
1146,544,1336,446,445,1462,970,1238,1737,577,1143,657,1144,947
1162,545,1336,315,551,1281,1165,1182,1758,717,1316,630,1106,918
1162,545,1316,335,551,1247,1083,1258,1776,809,1323,567,1106,892
1289,545,1275,323,604,1246,1084,1214,1779,883,1214,557,1088,633
1352,545,1275,322,605,1246,1084,1193,1779,884,1217,541,1088,606
1460,668,1248,349,608,1178,1152,1099,1778,882,1180,541,1090,529
1491,670,1180,418,608,1178,1152,1004,1783,883,1209,541,1047,527
1493,670,931,667,426,1360,1152,926,1826,887,1049,541,1040,527
1533,658,882,728,394,1392,1152,770,1841,889,1079,541,1108,502
1533,608,896,763,395,1390,1154,701,1872,852,1040,541,1111,627
1452,690,896,763,357,1375,1206,700,1883,851,1127,520,1108,705
