Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,Accum_y-1,Accum_y-2
694,631,832,888,661,540,340,765,775,169,1065,447
740,608,855,694,711,683,326,780,775,99,1052,446
740,608,810,655,757,721,258,837,786,98,649,446
739,389,935,750,702,776,257,838,786,98,420,446
646,482,935,750,702,776,250,743,888,85,428,446
648,482,935,750,543,935,247,592,1042,84,491,446
650,482,935,366,879,983,247,571,1063,84,491,456
650,482,830,471,879,983,247,551,1083,84,491,379
650,482,811,490,874,945,290,548,1086,84,491,360
650,482,793,508,874,743,492,548,1077,88,491,360
556,576,790,511,869,662,578,545,1080,88,510,374
556,573,793,498,882,662,578,477,1148,88,510,375
558,573,735,508,889,703,578,466,1139,81,511,375
600,573,538,705,889,703,578,466,951,263,515,375
605,573,516,727,889,703,578,462,848,365,515,318
605,556,533,727,889,703,505,534,837,356,515,318
605,556,533,711,905,703,492,547,837,354,679,318
605,556,495,749,893,709,448,571,835,381,682,151
605,556,495,749,892,639,471,600,485,750,702,380
605,556,490,754,881,648,451,622,485,750,760,352
605,556,490,747,888,594,479,648,485,750,734,352
639,556,490,747,888,594,473,654,485,750,689,352
684,455,591,747,888,594,473,650,489,750,637,338
761,455,552,786,888,594,473,650,489,750,611,333
942,381,626,786,888,594,473,631,508,750,609,333
771,396,816,786,888,594,473,629,510,750,542,333
740,432,819,786,888,594,473,629,510,736,505,406
806,458,819,776,898,592,475,507,632,736,506,409
788,476,800,743,892,650,475,439,672,764,457,509
845,476,800,704,896,685,475,384,720,771,569,615
797,568,800,663,933,684,476,388,713,778,618,592
671,694,631,832,888,661,540,340,765,775,668,624
628,740,608,855,694,711,683,326,780,775,674,624
629,740,608,810,655,757,721,258,837,786,674,680
639,739,389,935,750,702,776,257,838,786,674,690
642,646,482,935,750,702,776,250,743,888,670,690
802,648,482,935,750,543,935,247,592,1042,634,690
955,650,482,935,366,879,983,247,571,1063,634,680
955,650,482,830,471,879,983,247,551,1083,640,680
955,650,482,811,490,874,945,290,548,1086,642,826
955,650,482,793,508,874,743,492,548,1077,648,832
955,556,576,790,511,869,662,578,545,1080,657,856
959,556,573,793,498,882,662,578,477,1148,720,855
1143,558,573,735,508,889,703,578,466,1139,729,873
1155,600,573,538,705,889,703,578,466,951,737,873
1187,605,573,516,727,889,703,578,462,848,737,893
1189,605,556,533,727,889,703,505,534,837,737,937
1349,605,556,533,711,905,703,492,547,837,573,946
1453,605,556,495,749,893,709,448,571,835,570,946
1547,605,556,495,749,892,639,471,600,485,550,716
1547,605,556,490,754,881,648,451,622,485,527,707
1558,605,556,490,747,888,594,479,648,485,553,826
1538,639,556,490,747,888,594,473,654,485,508,1158
1549,684,455,591,747,888,594,473,650,489,561,1221
1473,761,455,552,786,888,594,473,650,489,654,1252
1367,942,381,626,786,888,594,473,631,508,778,1270
1388,771,396,816,786,888,594,473,629,510,848,1373
1416,740,432,819,786,888,594,473,629,510,842,1403
1408,806,458,819,776,898,592,475,507,632,841,1452
1425,788,476,800,743,892,650,475,439,672,854,1500
1467,845,476,800,704,896,685,475,384,720,743,1412
1437,797,568,800,663,933,684,476,388,713,694,1394
1438,671,694,631,832,888,661,540,340,765,644,1362
1438,628,740,608,855,694,711,683,326,780,636,1362
1437,629,740,608,810,655,757,721,258,837,641,1306
1427,639,739,389,935,750,702,776,257,838,641,1296
1424,642,646,482,935,750,702,776,250,743,637,1296
1262,802,648,482,935,750,543,935,247,592,637,1296
1107,955,650,482,935,366,879,983,247,571,643,1296
1112,955,650,482,830,471,879,983,247,551,642,1296
1119,955,650,482,811,490,874,945,290,548,661,1150
1143,955,650,482,793,508,874,743,492,548,657,1144
1316,955,556,576,790,511,869,662,578,545,630,1106
1323,959,556,573,793,498,882,662,578,477,567,1106
1214,1143,558,573,735,508,889,703,578,466,557,1088
1217,1155,600,573,538,705,889,703,578,466,541,1088
1180,1187,605,573,516,727,889,703,578,462,541,1090
1209,1189,605,556,533,727,889,703,505,534,541,1047
1049,1349,605,556,533,711,905,703,492,547,541,1040
1079,1453,605,556,495,749,893,709,448,571,541,1108
1040,1547,605,556,495,749,892,639,471,600,541,1111
1127,1547,605,556,490,754,881,648,451,622,520,1108
1119,1558,605,556,490,747,888,594,479,648,444,989
1106,1538,639,556,490,747,888,594,473,654,436,657
1050,1549,684,455,591,747,888,594,473,650,383,610
1049,1473,761,455,552,786,888,594,473,650,290,580
974,1367,942,381,626,786,888,594,473,631,169,667
919,1388,771,396,816,786,888,594,473,629,99,588
886,1416,740,432,819,786,888,594,473,629,98,546
802,1408,806,458,819,776,898,592,475,507,98,497
798,1425,788,476,800,743,892,650,475,439,85,389
706,1467,845,476,800,704,896,685,475,384,84,367
692,1437,797,568,800,663,933,684,476,388,84,411
691,1438,671,694,631,832,888,661,540,340,84,430
709,1438,628,740,608,855,694,711,683,326,84,430
709,1437,629,740,608,810,655,757,721,258,88,434
709,1427,639,739,389,935,750,702,776,257,88,448
774,1424,642,646,482,935,750,702,776,250,88,534
845,1262,802,648,482,935,750,543,935,247,81,654
845,1107,955,650,482,935,366,879,983,247,263,683
840,1112,955,650,482,830,471,879,983,247,365,690
833,1119,955,650,482,811,490,874,945,290,356,694
815,1143,955,650,482,793,508,874,743,492,354,748
645,1316,955,556,576,790,511,869,662,578,381,803
634,1323,959,556,573,793,498,882,662,578,750,803
602,1214,1143,558,573,735,508,889,703,578,750,815
549,1217,1155,600,573,538,705,889,703,578,750,815
549,1180,1187,605,573,516,727,889,703,578,750,793
519,1209,1189,605,556,533,727,889,703,505,750,792
535,1049,1349,605,556,533,711,905,703,492,750,790
468,1079,1453,605,556,495,749,893,709,448,750,722
417,1040,1547,605,556,495,749,892,639,471,750,746
351,1127,1547,605,556,490,754,881,648,451,736,780
357,1119,1558,605,556,490,747,888,594,479,736,991
441,1106,1538,639,556,490,747,888,594,473,764,994
604,1050,1549,684,455,591,747,888,594,473,771,978
607,1049,1473,761,455,552,786,888,594,473,778,1049
644,974,1367,942,381,626,786,888,594,473,775,1086
644,919,1388,771,396,816,786,888,594,473,775,1304
641,886,1416,740,432,819,786,888,594,473,786,1243
641,802,1408,806,458,819,776,898,592,475,786,1240
628,798,1425,788,476,800,743,892,650,475,888,1200
621,706,1467,845,476,800,704,896,685,475,1042,1199
622,692,1437,797,568,800,663,933,684,476,1063,1145
622,691,1438,671,694,631,832,888,661,540,1083,1126
601,709,1438,628,740,608,855,694,711,683,1086,1126
620,709,1437,629,740,608,810,655,757,721,1077,1122
627,709,1427,639,739,389,935,750,702,776,1080,1108
562,774,1424,642,646,482,935,750,702,776,1148,1022
517,845,1262,802,648,482,935,750,543,935,1139,902
556,845,1107,955,650,482,935,366,879,983,951,873
556,840,1112,955,650,482,830,471,879,983,848,866
556,833,1119,955,650,482,811,490,874,945,837,884
570,815,1143,955,650,482,793,508,874,743,837,830
574,645,1316,955,556,576,790,511,869,662,835,775
708,634,1323,959,556,573,793,498,882,662,485,775
708,602,1214,1143,558,573,735,508,889,703,485,763
749,549,1217,1155,600,573,538,705,889,703,485,776
778,549,1180,1187,605,573,516,727,889,703,485,835
804,519,1209,1189,605,556,533,727,889,703,489,835
982,535,1049,1349,605,556,533,711,905,703,489,914
935,468,1079,1453,605,556,495,749,893,709,508,1079
931,417,1040,1547,605,556,495,749,892,639,510,1071
910,351,1127,1547,605,556,490,754,881,648,510,1087
901,357,1119,1558,605,556,490,747,888,594,632,920
816,441,1106,1538,639,556,490,747,888,594,672,917
692,604,1050,1549,684,455,591,747,888,594,720,917
689,607,1049,1473,761,455,552,786,888,594,713,846
652,644,974,1367,942,381,626,786,888,594,765,704
652,644,919,1388,771,396,816,786,888,594,780,463
652,641,886,1416,740,432,819,786,888,594,837,513
652,641,802,1408,806,458,819,776,898,592,838,715
652,628,798,1425,788,476,800,743,892,650,743,786
652,621,706,1467,845,476,800,704,896,685,592,812
651,622,692,1437,797,568,800,663,933,684,571,863
651,622,691,1438,671,694,631,832,888,661,551,892
651,601,709,1438,628,740,608,855,694,711,548,1008
632,620,709,1437,629,740,608,810,655,757,548,1018
625,627,709,1427,639,739,389,935,750,702,545,1018
628,562,774,1424,642,646,482,935,750,702,477,1022
782,517,845,1262,802,648,482,935,750,543,466,1055
820,556,845,1107,955,650,482,935,366,879,466,1231
824,556,840,1112,955,650,482,830,471,879,462,1254
824,556,833,1119,955,650,482,811,490,874,534,1232
804,570,815,1143,955,650,482,793,508,874,547,1251
797,574,645,1316,955,556,576,790,511,869,571,1251
790,708,634,1323,959,556,573,793,498,882,600,1256
807,708,602,1214,1143,558,573,735,508,889,622,1327
784,749,549,1217,1155,600,573,538,705,889,648,1358
816,778,549,1180,1187,605,573,516,727,889,654,1299
821,804,519,1209,1189,605,556,533,727,889,650,1306
645,982,535,1049,1349,605,556,533,711,905,650,1233
628,935,468,1079,1453,605,556,495,749,893,631,1068
688,931,417,1040,1547,605,556,495,749,892,629,1040
697,910,351,1127,1547,605,556,490,754,881,629,989
736,901,357,1119,1558,605,556,490,747,888,507,945
739,816,441,1106,1538,639,556,490,747,888,439,977
700,692,604,1050,1549,684,455,591,747,888,384,1094
700,689,607,1049,1473,761,455,552,786,888,388,1112
725,652,644,974,1367,942,381,626,786,888,340,1112
725,652,644,919,1388,771,396,816,786,888,326,1158
725,652,641,886,1416,740,432,819,786,888,258,1108
725,652,641,802,1408,806,458,819,776,898,257,917
731,652,628,798,1425,788,476,800,743,892,250,852
735,652,621,706,1467,845,476,800,704,896,247,888
735,651,622,692,1437,797,568,800,663,933,247,930
735,651,622,691,1438,671,694,631,832,888,247,927
735,651,601,709,1438,628,740,608,855,694,290,811
735,632,620,709,1437,629,740,608,810,655,492,801
735,625,627,709,1427,639,739,389,935,750,578,803
732,628,562,774,1424,642,646,482,935,750,578,857
552,782,517,845,1262,802,648,482,935,750,578,825
475,820,556,845,1107,955,650,482,935,366,578,696
471,824,556,840,1112,955,650,482,830,471,578,673
471,824,556,833,1119,955,650,482,811,490,505,685
471,804,570,815,1143,955,650,482,793,508,492,674
500,797,574,645,1316,955,556,576,790,511,448,674
373,790,708,634,1323,959,556,573,793,498,471,669
311,807,708,602,1214,1143,558,573,735,508,451,598
289,784,749,549,1217,1155,600,573,538,705,479,716
228,816,778,549,1180,1187,605,573,516,727,473,724
198,821,804,519,1209,1189,605,556,533,727,473,730
190,645,982,535,1049,1349,605,556,533,711,473,747
275,628,935,468,1079,1453,605,556,495,749,473,747
276,688,931,417,1040,1547,605,556,495,749,473,747
267,697,910,351,1127,1547,605,556,490,754,473,747
228,736,901,357,1119,1558,605,556,490,747,475,747
486,739,816,441,1106,1538,639,556,490,747,475,715
507,700,692,604,1050,1549,684,455,591,747,475,598
507,700,689,607,1049,1473,761,455,552,786,476,579
533,725,652,644,974,1367,942,381,626,786,540,579
533,725,652,644,919,1388,771,396,816,786,683,532
632,725,652,641,886,1416,740,432,819,786,721,532
632,725,652,641,802,1408,806,458,819,776,776,521
626,731,652,628,798,1425,788,476,800,743,776,515
627,735,652,621,706,1467,845,476,800,704,935,453
627,735,651,622,692,1437,797,568,800,663,983,360
627,735,651,622,691,1438,671,694,631,832,983,392
693,735,651,601,709,1438,628,740,608,855,945,418
693,735,632,620,709,1437,629,740,608,810,743,423
693,735,625,627,709,1427,639,739,389,935,662,437
693,732,628,562,774,1424,642,646,482,935,662,379
693,552,782,517,845,1262,802,648,482,935,703,378
693,475,820,556,845,1107,955,650,482,935,703,331
693,471,824,556,840,1112,955,650,482,830,703,331
693,471,824,556,833,1119,955,650,482,811,703,326
765,471,804,570,815,1143,955,650,482,793,703,321
866,500,797,574,645,1316,955,556,576,790,709,330
871,373,790,708,634,1323,959,556,573,793,639,367
893,311,807,708,602,1214,1143,558,573,735,648,386
972,289,784,749,549,1217,1155,600,573,538,594,291
1100,228,816,778,549,1180,1187,605,573,516,594,354
1106,198,821,804,519,1209,1189,605,556,533,594,341
1096,190,645,982,535,1049,1349,605,556,533,594,318
1008,275,628,935,468,1079,1453,605,556,495,594,330
947,276,688,931,417,1040,1547,605,556,495,594,345
947,267,697,910,351,1127,1547,605,556,490,594,345
947,228,736,901,357,1119,1558,605,556,490,592,567
940,486,739,816,441,1106,1538,639,556,490,650,653
919,507,700,692,604,1050,1549,684,455,591,685,658
1062,507,700,689,607,1049,1473,761,455,552,684,658
1073,533,725,652,644,974,1367,942,381,626,661,658
1164,533,725,652,644,919,1388,771,396,816,711,658
1100,632,725,652,641,886,1416,740,432,819,757,658
1129,632,725,652,641,802,1408,806,458,819,702,746
1129,626,731,652,628,798,1425,788,476,800,702,746
1151,627,735,652,621,706,1467,845,476,800,543,824
1151,627,735,651,622,692,1437,797,568,800,879,841
1151,627,735,651,622,691,1438,671,694,631,879,836
1151,693,735,651,601,709,1438,628,740,608,874,810
1151,693,735,632,620,709,1437,629,740,608,874,805
1158,693,735,625,627,709,1427,639,739,389,869,846
1160,693,732,628,562,774,1424,642,646,482,882,848
1160,693,552,782,517,845,1262,802,648,482,889,848
1160,693,475,820,556,845,1107,955,650,482,889,876
1160,693,471,824,556,840,1112,955,650,482,889,876
1160,693,471,824,556,833,1119,955,650,482,889,869
1088,765,471,804,570,815,1143,955,650,482,905,1109
958,866,500,797,574,645,1316,955,556,576,893,1100
953,871,373,790,708,634,1323,959,556,573,892,1063
931,893,311,807,708,602,1214,1143,558,573,881,1044
852,972,289,784,749,549,1217,1155,600,573,888,977
724,1100,228,816,778,549,1180,1187,605,573,888,906
716,1106,198,821,804,519,1209,1189,605,556,888,906
716,1096,190,645,982,535,1049,1349,605,556,888,1077
716,1008,275,628,935,468,1079,1453,605,556,888,1153
716,947,276,688,931,417,1040,1547,605,556,888,1138
716,947,267,697,910,351,1127,1547,605,556,888,1138
716,947,228,736,901,357,1119,1558,605,556,898,916
462,940,486,739,816,441,1106,1538,639,556,892,870
462,919,507,700,692,604,1050,1549,684,455,896,895
319,1062,507,700,689,607,1049,1473,761,455,933,895
340,1073,533,725,652,644,974,1367,942,381,888,900
378,1164,533,725,652,644,919,1388,771,396,694,967
344,1100,632,725,652,641,886,1416,740,432,655,971
315,1129,632,725,652,641,802,1408,806,458,750,883
319,1129,626,731,652,628,798,1425,788,476,750,883
299,1151,627,735,652,621,706,1467,845,476,750,805
304,1151,627,735,651,622,692,1437,797,568,366,808
304,1151,627,735,651,622,691,1438,671,694,471,765
238,1151,693,735,651,601,709,1438,628,740,490,766
238,1151,693,735,632,620,709,1437,629,740,508,832
231,1158,693,735,625,627,709,1427,639,739,511,820
267,1160,693,732,628,562,774,1424,642,646,498,821
272,1160,693,552,782,517,845,1262,802,648,508,821
276,1160,693,475,820,556,845,1107,955,650,705,793
276,1160,693,471,824,556,840,1112,955,650,727,793
276,1160,693,471,824,556,833,1119,955,650,727,793
317,1088,765,471,804,570,815,1143,955,650,711,622
317,958,866,500,797,574,645,1316,955,556,749,801
447,953,871,373,790,708,634,1323,959,556,749,854
468,931,893,311,807,708,602,1214,1143,558,754,854
468,852,972,289,784,749,549,1217,1155,600,747,854
471,724,1100,228,816,778,549,1180,1187,605,747,854
471,716,1106,198,821,804,519,1209,1189,605,747,869
494,716,1096,190,645,982,535,1049,1349,605,786,704
494,716,1008,275,628,935,468,1079,1453,605,786,690
536,716,947,276,688,931,417,1040,1547,605,786,904
597,716,947,267,697,910,351,1127,1547,605,786,904
597,716,947,228,736,901,357,1119,1558,605,776,904
597,462,940,486,739,816,441,1106,1538,639,743,864
605,462,919,507,700,692,604,1050,1549,684,704,879
605,319,1062,507,700,689,607,1049,1473,761,663,879
522,340,1073,533,725,652,644,974,1367,942,832,874
433,378,1164,533,725,652,644,919,1388,771,855,828
777,344,1100,632,725,652,641,886,1416,740,810,877
777,315,1129,632,725,652,641,802,1408,806,935,880
885,319,1129,626,731,652,628,798,1425,788,935,880
1024,299,1151,627,735,652,621,706,1467,845,935,888
1110,304,1151,627,735,651,622,692,1437,797,935,869
1225,304,1151,627,735,651,622,691,1438,671,830,865
1237,238,1151,693,735,651,601,709,1438,628,811,864
1237,238,1151,693,735,632,620,709,1437,629,793,839
1237,231,1158,693,735,625,627,709,1427,639,790,812
1199,267,1160,693,732,628,562,774,1424,642,793,809
1196,272,1160,693,552,782,517,845,1262,802,735,922
1302,276,1160,693,475,820,556,845,1107,955,538,922
1326,276,1160,693,471,824,556,840,1112,955,516,941
1326,276,1160,693,471,824,556,833,1119,955,533,943
1474,317,1088,765,471,804,570,815,1143,955,533,871
1829,317,958,866,500,797,574,645,1316,955,495,692
1722,447,953,871,373,790,708,634,1323,959,495,639
1777,468,931,893,311,807,708,602,1214,1143,490,639
1787,468,852,972,289,784,749,549,1217,1155,490,639
1784,471,724,1100,228,816,778,549,1180,1187,490,639
1784,471,716,1106,198,821,804,519,1209,1189,591,627
1761,494,716,1096,190,645,982,535,1049,1349,552,685
1761,494,716,1008,275,628,935,468,1079,1453,626,687
1719,536,716,947,276,688,931,417,1040,1547,816,473
1658,597,716,947,267,697,910,351,1127,1547,819,683
1696,597,716,947,228,736,901,357,1119,1558,819,741
1877,597,462,940,486,739,816,441,1106,1538,800,758
1921,605,462,919,507,700,692,604,1050,1549,800,713
1922,605,319,1062,507,700,689,607,1049,1473,800,713
1922,522,340,1073,533,725,652,644,974,1367,631,713
1882,433,378,1164,533,725,652,644,919,1388,608,707
1565,777,344,1100,632,725,652,641,886,1416,608,1057
1565,777,315,1129,632,725,652,641,802,1408,389,1283
1453,885,319,1129,626,731,652,628,798,1425,482,1283
1379,1024,299,1151,627,735,652,621,706,1467,482,1275
1376,1110,304,1151,627,735,651,622,692,1437,482,1274
1261,1225,304,1151,627,735,651,622,691,1438,482,1268
1249,1237,238,1151,693,735,651,601,709,1438,482,1268
1249,1237,238,1151,693,735,632,620,709,1437,482,1227
1249,1237,231,1158,693,735,625,627,709,1427,576,1209
1249,1199,267,1160,693,732,628,562,774,1424,573,1209
1247,1196,272,1160,693,552,782,517,845,1262,573,1096
1206,1302,276,1160,693,475,820,556,845,1107,573,1100
1386,1326,276,1160,693,471,824,556,840,1112,573,1081
1387,1326,276,1160,693,471,824,556,833,1119,556,1079
1212,1474,317,1088,765,471,804,570,815,1143,556,1079
858,1829,317,958,866,500,797,574,645,1316,556,1079
839,1722,447,953,871,373,790,708,634,1323,556,1079
763,1777,468,931,893,311,807,708,602,1214,556,1079
812,1787,468,852,972,289,784,749,549,1217,556,1155
825,1784,471,724,1100,228,816,778,549,1180,556,1253
959,1784,471,716,1106,198,821,804,519,1209,455,1302
959,1761,494,716,1096,190,645,982,535,1049,455,1264
959,1761,494,716,1008,275,628,935,468,1079,381,1190
988,1719,536,716,947,276,688,931,417,1040,396,1257
989,1658,597,716,947,267,697,910,351,1127,432,1091
951,1696,597,716,947,228,736,901,357,1119,458,1033
770,1877,597,462,940,486,739,816,441,1106,476,1065
718,1921,605,462,919,507,700,692,604,1050,476,1065
717,1922,605,319,1062,507,700,689,607,1049,568,1065
717,1922,522,340,1073,533,725,652,644,974,694,1065
717,1882,433,378,1164,533,725,652,644,919,740,1052
689,1565,777,344,1100,632,725,652,641,886,740,649
689,1565,777,315,1129,632,725,652,641,802,739,420
720,1453,885,319,1129,626,731,652,628,798,646,428
722,1379,1024,299,1151,627,735,652,621,706,648,491
634,1376,1110,304,1151,627,735,651,622,692,650,491
634,1261,1225,304,1151,627,735,651,622,691,650,491
727,1249,1237,238,1151,693,735,651,601,709,650,491
762,1249,1237,238,1151,693,735,632,620,709,650,491
762,1249,1237,231,1158,693,735,625,627,709,556,510
762,1249,1199,267,1160,693,732,628,562,774,556,510
799,1247,1196,272,1160,693,552,782,517,845,558,511
730,1206,1302,276,1160,693,475,820,556,845,600,515
526,1386,1326,276,1160,693,471,824,556,840,605,515
525,1387,1326,276,1160,693,471,824,556,833,605,515
512,1212,1474,317,1088,765,471,804,570,815,605,679
511,858,1829,317,958,866,500,797,574,645,605,682
507,839,1722,447,953,871,373,790,708,634,605,702
523,763,1777,468,931,893,311,807,708,602,605,760
531,812,1787,468,852,972,289,784,749,549,605,734
518,825,1784,471,724,1100,228,816,778,549,639,689
385,959,1784,471,716,1106,198,821,804,519,684,637
406,959,1761,494,716,1096,190,645,982,535,761,611
423,959,1761,494,716,1008,275,628,935,468,942,609
394,988,1719,536,716,947,276,688,931,417,771,542
519,989,1658,597,716,947,267,697,910,351,740,505
627,951,1696,597,716,947,228,736,901,357,806,506
708,770,1877,597,462,940,486,739,816,441,788,457
804,718,1921,605,462,919,507,700,692,604,845,569
858,717,1922,605,319,1062,507,700,689,607,797,618
1013,717,1922,522,340,1073,533,725,652,644,671,668
1046,717,1882,433,378,1164,533,725,652,644,628,674
1134,689,1565,777,344,1100,632,725,652,641,629,674
1138,689,1565,777,315,1129,632,725,652,641,639,674
1108,720,1453,885,319,1129,626,731,652,628,642,670
1034,722,1379,1024,299,1151,627,735,652,621,802,634
1034,634,1376,1110,304,1151,627,735,651,622,955,634
1035,634,1261,1225,304,1151,627,735,651,622,955,640
944,727,1249,1237,238,1151,693,735,651,601,955,642
909,762,1249,1237,238,1151,693,735,632,620,955,648
909,762,1249,1237,231,1158,693,735,625,627,955,657
924,762,1249,1199,267,1160,693,732,628,562,959,720
888,799,1247,1196,272,1160,693,552,782,517,1143,729
888,730,1206,1302,276,1160,693,475,820,556,1155,737
890,526,1386,1326,276,1160,693,471,824,556,1187,737
891,525,1387,1326,276,1160,693,471,824,556,1189,737
893,512,1212,1474,317,1088,765,471,804,570,1349,573
893,511,858,1829,317,958,866,500,797,574,1453,570
930,507,839,1722,447,953,871,373,790,708,1547,550
915,523,763,1777,468,931,893,311,807,708,1547,527
848,531,812,1787,468,852,972,289,784,749,1558,553
850,518,825,1784,471,724,1100,228,816,778,1538,508
849,385,959,1784,471,716,1106,198,821,804,1549,561
832,406,959,1761,494,716,1096,190,645,982,1473,654
820,423,959,1761,494,716,1008,275,628,935,1367,778
821,394,988,1719,536,716,947,276,688,931,1388,848
722,519,989,1658,597,716,947,267,697,910,1416,842
754,627,951,1696,597,716,947,228,736,901,1408,841
702,708,770,1877,597,462,940,486,739,816,1425,854
612,804,718,1921,605,462,919,507,700,692,1467,743
559,858,717,1922,605,319,1062,507,700,689,1437,694
410,1013,717,1922,522,340,1073,533,725,652,1438,644
388,1046,717,1882,433,378,1164,533,725,652,1438,636
306,1134,689,1565,777,344,1100,632,725,652,1437,641
302,1138,689,1565,777,315,1129,632,725,652,1427,641
332,1108,720,1453,885,319,1129,626,731,652,1424,637
347,1034,722,1379,1024,299,1151,627,735,652,1262,637
377,1034,634,1376,1110,304,1151,627,735,651,1107,643
480,1035,634,1261,1225,304,1151,627,735,651,1112,642
495,944,727,1249,1237,238,1151,693,735,651,1119,661
577,909,762,1249,1237,238,1151,693,735,632,1143,657
717,909,762,1249,1237,231,1158,693,735,625,1316,630
809,924,762,1249,1199,267,1160,693,732,628,1323,567
883,888,799,1247,1196,272,1160,693,552,782,1214,557
884,888,730,1206,1302,276,1160,693,475,820,1217,541
882,890,526,1386,1326,276,1160,693,471,824,1180,541
883,891,525,1387,1326,276,1160,693,471,824,1209,541
887,893,512,1212,1474,317,1088,765,471,804,1049,541
889,893,511,858,1829,317,958,866,500,797,1079,541
852,930,507,839,1722,447,953,871,373,790,1040,541
851,915,523,763,1777,468,931,893,311,807,1127,520
901,848,531,812,1787,468,852,972,289,784,1119,444
1010,850,518,825,1784,471,724,1100,228,816,1106,436
1092,849,385,959,1784,471,716,1106,198,821,1050,383
1091,832,406,959,1761,494,716,1096,190,645,1049,290
1086,820,423,959,1761,494,716,1008,275,628,974,169
1314,821,394,988,1719,536,716,947,276,688,919,99
1335,722,519,989,1658,597,716,947,267,697,886,98
1203,754,627,951,1696,597,716,947,228,736,802,98
1293,702,708,770,1877,597,462,940,486,739,798,85
1287,612,804,718,1921,605,462,919,507,700,706,84
1306,559,858,717,1922,605,319,1062,507,700,692,84
1325,410,1013,717,1922,522,340,1073,533,725,691,84
1365,388,1046,717,1882,433,378,1164,533,725,709,84
1364,306,1134,689,1565,777,344,1100,632,725,709,88
1415,302,1138,689,1565,777,315,1129,632,725,709,88
1384,332,1108,720,1453,885,319,1129,626,731,774,88
1369,347,1034,722,1379,1024,299,1151,627,735,845,81
1359,377,1034,634,1376,1110,304,1151,627,735,845,263
1255,480,1035,634,1261,1225,304,1151,627,735,840,365
1248,495,944,727,1249,1237,238,1151,693,735,833,356
1166,577,909,762,1249,1237,238,1151,693,735,815,354
1026,717,909,762,1249,1237,231,1158,693,735,645,381
919,809,924,762,1249,1199,267,1160,693,732,634,750
844,883,888,799,1247,1196,272,1160,693,552,602,750
868,884,888,730,1206,1302,276,1160,693,475,549,750
898,882,890,526,1386,1326,276,1160,693,471,549,750
896,883,891,525,1387,1326,276,1160,693,471,519,750
900,887,893,512,1212,1474,317,1088,765,471,535,750
928,889,893,511,858,1829,317,958,866,500,468,750
928,852,930,507,839,1722,447,953,871,373,417,750
928,851,915,523,763,1777,468,931,893,311,351,736
878,901,848,531,812,1787,468,852,972,289,357,736
770,1010,850,518,825,1784,471,724,1100,228,441,764
708,1092,849,385,959,1784,471,716,1106,198,604,771
705,1091,832,406,959,1761,494,716,1096,190,607,778
705,1086,820,423,959,1761,494,716,1008,275,644,775
476,1314,821,394,988,1719,536,716,947,276,644,775
428,1335,722,519,989,1658,597,716,947,267,641,786
428,1203,754,627,951,1696,597,716,947,228,641,786
309,1293,702,708,770,1877,597,462,940,486,628,888
311,1287,612,804,718,1921,605,462,919,507,621,1042
309,1306,559,858,717,1922,605,319,1062,507,622,1063
347,1325,410,1013,717,1922,522,340,1073,533,622,1083
316,1365,388,1046,717,1882,433,378,1164,533,601,1086
321,1364,306,1134,689,1565,777,344,1100,632,620,1077
351,1415,302,1138,689,1565,777,315,1129,632,627,1080
359,1384,332,1108,720,1453,885,319,1129,626,562,1148
359,1369,347,1034,722,1379,1024,299,1151,627,517,1139
339,1359,377,1034,634,1376,1110,304,1151,627,556,951
339,1255,480,1035,634,1261,1225,304,1151,627,556,848
337,1248,495,944,727,1249,1237,238,1151,693,556,837
337,1166,577,909,762,1249,1237,238,1151,693,570,837
337,1026,717,909,762,1249,1237,231,1158,693,574,835
337,919,809,924,762,1249,1199,267,1160,693,708,485
367,844,883,888,799,1247,1196,272,1160,693,708,485
342,868,884,888,730,1206,1302,276,1160,693,749,485
391,898,882,890,526,1386,1326,276,1160,693,778,485
399,896,883,891,525,1387,1326,276,1160,693,804,489
388,900,887,893,512,1212,1474,317,1088,765,982,489
358,928,889,893,511,858,1829,317,958,866,935,508
358,928,852,930,507,839,1722,447,953,871,931,510
358,928,851,915,523,763,1777,468,931,893,910,510
358,878,901,848,531,812,1787,468,852,972,901,632
355,770,1010,850,518,825,1784,471,724,1100,816,672
378,708,1092,849,385,959,1784,471,716,1106,692,720
378,705,1091,832,406,959,1761,494,716,1096,689,713
378,705,1086,820,423,959,1761,494,716,1008,652,765
378,476,1314,821,394,988,1719,536,716,947,652,780
378,428,1335,722,519,989,1658,597,716,947,652,837
370,428,1203,754,627,951,1696,597,716,947,652,838
370,309,1293,702,708,770,1877,597,462,940,652,743
388,311,1287,612,804,718,1921,605,462,919,652,592
375,309,1306,559,858,717,1922,605,319,1062,651,571
312,347,1325,410,1013,717,1922,522,340,1073,651,551
297,316,1365,388,1046,717,1882,433,378,1164,651,548
296,321,1364,306,1134,689,1565,777,344,1100,632,548
215,351,1415,302,1138,689,1565,777,315,1129,625,545
219,359,1384,332,1108,720,1453,885,319,1129,628,477
219,359,1369,347,1034,722,1379,1024,299,1151,782,466
219,339,1359,377,1034,634,1376,1110,304,1151,820,466
219,339,1255,480,1035,634,1261,1225,304,1151,824,462
211,337,1248,495,944,727,1249,1237,238,1151,824,534
