Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,Accum_y-1
161,174,903,1883,95,295,458,822,531,1164,402,314,259
133,202,708,2057,116,295,458,817,536,1164,364,352,330
133,202,653,2057,167,299,458,817,536,1164,356,360,330
119,221,597,1690,579,310,458,817,536,1055,435,390,297
119,221,380,1871,589,336,458,811,542,1055,435,360,297
174,221,341,1902,564,369,443,770,598,1055,435,330,297
218,224,323,1787,698,311,501,639,729,1002,488,287,297
238,226,308,1792,708,306,505,540,829,1002,488,225,297
317,226,303,1719,784,293,478,579,832,962,528,154,297
317,226,303,1719,784,271,500,440,971,860,630,154,317
316,227,303,1715,788,270,490,401,1021,857,633,144,297
316,227,292,1654,860,269,490,402,1004,859,648,144,292
316,224,290,1464,1055,268,237,656,1004,854,611,186,292
312,221,309,1311,1208,266,239,642,997,812,674,186,287
252,272,341,1217,1302,266,229,651,977,833,674,186,295
318,271,343,911,1608,266,229,633,980,811,711,186,295
358,270,344,860,1659,266,229,633,980,811,698,179,283
402,253,357,852,1671,266,229,633,854,937,690,187,283
423,208,357,897,1669,207,245,676,725,1032,726,187,283
517,208,283,948,1690,126,270,734,710,1032,741,187,283
612,208,187,1015,1719,124,251,753,705,989,760,218,288
690,208,178,1006,1737,124,251,753,700,946,754,255,314
846,205,181,985,1758,124,251,723,728,729,864,364,314
915,200,186,967,1776,124,251,723,714,735,811,425,314
917,194,192,964,1779,120,255,723,712,451,1097,425,314
917,194,183,973,1779,96,279,698,718,458,1101,433,352
961,194,183,973,1778,97,279,663,753,457,1102,433,360
961,194,183,968,1783,97,279,599,805,467,1104,428,390
1193,194,183,925,1826,97,279,458,861,552,1104,402,360
1193,192,154,941,1841,93,283,458,822,590,1105,402,330
1186,198,155,904,1872,87,295,458,822,590,1105,402,287
1264,161,174,903,1883,95,295,458,822,531,1164,402,225
1330,133,202,708,2057,116,295,458,817,536,1164,364,154
1330,133,202,653,2057,167,299,458,817,536,1164,356,154
1327,119,221,597,1690,579,310,458,817,536,1055,435,144
1358,119,221,380,1871,589,336,458,811,542,1055,435,144
1303,174,221,341,1902,564,369,443,770,598,1055,435,186
1297,218,224,323,1787,698,311,501,639,729,1002,488,186
1275,238,226,308,1792,708,306,505,540,829,1002,488,186
1196,317,226,303,1719,784,293,478,579,832,962,528,186
1196,317,226,303,1719,784,271,500,440,971,860,630,179
1238,316,227,303,1715,788,270,490,401,1021,857,633,187
1262,316,227,292,1654,860,269,490,402,1004,859,648,187
1265,316,224,290,1464,1055,268,237,656,1004,854,611,187
1260,312,221,309,1311,1208,266,239,642,997,812,674,218
1238,252,272,341,1217,1302,266,229,651,977,833,674,255
1182,318,271,343,911,1608,266,229,633,980,811,711,364
1258,358,270,344,860,1659,266,229,633,980,811,698,425
1214,402,253,357,852,1671,266,229,633,854,937,690,425
1193,423,208,357,897,1669,207,245,676,725,1032,726,433
1099,517,208,283,948,1690,126,270,734,710,1032,741,433
1004,612,208,187,1015,1719,124,251,753,705,989,760,428
926,690,208,178,1006,1737,124,251,753,700,946,754,402
770,846,205,181,985,1758,124,251,723,728,729,864,402
701,915,200,186,967,1776,124,251,723,714,735,811,402
700,917,194,192,964,1779,120,255,723,712,451,1097,402
700,917,194,183,973,1779,96,279,698,718,458,1101,364
701,961,194,183,973,1778,97,279,663,753,457,1102,356
704,961,194,183,968,1783,97,279,599,805,467,1104,435
472,1193,194,183,925,1826,97,279,458,861,552,1104,435
754,1193,192,154,941,1841,93,283,458,822,590,1105,435
772,1186,198,155,904,1872,87,295,458,822,590,1105,488
695,1264,161,174,903,1883,95,295,458,822,531,1164,488
708,1330,133,202,708,2057,116,295,458,817,536,1164,528
750,1330,133,202,653,2057,167,299,458,817,536,1164,630
748,1327,119,221,597,1690,579,310,458,817,536,1055,633
717,1358,119,221,380,1871,589,336,458,811,542,1055,648
717,1303,174,221,341,1902,564,369,443,770,598,1055,611
819,1297,218,224,323,1787,698,311,501,639,729,1002,674
822,1275,238,226,308,1792,708,306,505,540,829,1002,674
889,1196,317,226,303,1719,784,293,478,579,832,962,711
889,1196,317,226,303,1719,784,271,500,440,971,860,698
857,1238,316,227,303,1715,788,270,490,401,1021,857,690
963,1262,316,227,292,1654,860,269,490,402,1004,859,726
960,1265,316,224,290,1464,1055,268,237,656,1004,854,741
954,1260,312,221,309,1311,1208,266,239,642,997,812,760
970,1238,252,272,341,1217,1302,266,229,651,977,833,754
1165,1182,318,271,343,911,1608,266,229,633,980,811,864
1083,1258,358,270,344,860,1659,266,229,633,980,811,811
1084,1214,402,253,357,852,1671,266,229,633,854,937,1097
1084,1193,423,208,357,897,1669,207,245,676,725,1032,1101
1152,1099,517,208,283,948,1690,126,270,734,710,1032,1102
1152,1004,612,208,187,1015,1719,124,251,753,705,989,1104
1152,926,690,208,178,1006,1737,124,251,753,700,946,1104
1152,770,846,205,181,985,1758,124,251,723,728,729,1105
1154,701,915,200,186,967,1776,124,251,723,714,735,1105
1206,700,917,194,192,964,1779,120,255,723,712,451,1164
1207,700,917,194,183,973,1779,96,279,698,718,458,1164
1162,701,961,194,183,973,1778,97,279,663,753,457,1164
1159,704,961,194,183,968,1783,97,279,599,805,467,1055
1159,472,1193,194,183,925,1826,97,279,458,861,552,1055
877,754,1193,192,154,941,1841,93,283,458,822,590,1055
980,772,1186,198,155,904,1872,87,295,458,822,590,1002
1038,695,1264,161,174,903,1883,95,295,458,822,531,1002
961,708,1330,133,202,708,2057,116,295,458,817,536,962
1062,750,1330,133,202,653,2057,167,299,458,817,536,860
1071,748,1327,119,221,597,1690,579,310,458,817,536,857
1074,717,1358,119,221,380,1871,589,336,458,811,542,859
1159,717,1303,174,221,341,1902,564,369,443,770,598,854
1215,819,1297,218,224,323,1787,698,311,501,639,729,812
1508,822,1275,238,226,308,1792,708,306,505,540,829,833
1592,889,1196,317,226,303,1719,784,293,478,579,832,811
1614,889,1196,317,226,303,1719,784,271,500,440,971,811
1609,857,1238,316,227,303,1715,788,270,490,401,1021,937
1480,963,1262,316,227,292,1654,860,269,490,402,1004,1032
1480,960,1265,316,224,290,1464,1055,268,237,656,1004,1032
1479,954,1260,312,221,309,1311,1208,266,239,642,997,989
1462,970,1238,252,272,341,1217,1302,266,229,651,977,946
1281,1165,1182,318,271,343,911,1608,266,229,633,980,729
1247,1083,1258,358,270,344,860,1659,266,229,633,980,735
1246,1084,1214,402,253,357,852,1671,266,229,633,854,451
1246,1084,1193,423,208,357,897,1669,207,245,676,725,458
1178,1152,1099,517,208,283,948,1690,126,270,734,710,457
1178,1152,1004,612,208,187,1015,1719,124,251,753,705,467
1360,1152,926,690,208,178,1006,1737,124,251,753,700,552
1392,1152,770,846,205,181,985,1758,124,251,723,728,590
1390,1154,701,915,200,186,967,1776,124,251,723,714,590
1375,1206,700,917,194,192,964,1779,120,255,723,712,531
1374,1207,700,917,194,183,973,1779,96,279,698,718,536
1398,1162,701,961,194,183,973,1778,97,279,663,753,536
1399,1159,704,961,194,183,968,1783,97,279,599,805,536
1399,1159,472,1193,194,183,925,1826,97,279,458,861,542
1402,877,754,1193,192,154,941,1841,93,283,458,822,598
1392,980,772,1186,198,155,904,1872,87,295,458,822,729
1339,1038,695,1264,161,174,903,1883,95,295,458,822,829
1340,961,708,1330,133,202,708,2057,116,295,458,817,832
1197,1062,750,1330,133,202,653,2057,167,299,458,817,971
1194,1071,748,1327,119,221,597,1690,579,310,458,817,1021
1191,1074,717,1358,119,221,380,1871,589,336,458,811,1004
1106,1159,717,1303,174,221,341,1902,564,369,443,770,1004
906,1215,819,1297,218,224,323,1787,698,311,501,639,997
610,1508,822,1275,238,226,308,1792,708,306,505,540,977
459,1592,889,1196,317,226,303,1719,784,293,478,579,980
443,1614,889,1196,317,226,303,1719,784,271,500,440,980
438,1609,857,1238,316,227,303,1715,788,270,490,401,854
437,1480,963,1262,316,227,292,1654,860,269,490,402,725
437,1480,960,1265,316,224,290,1464,1055,268,237,656,710
437,1479,954,1260,312,221,309,1311,1208,266,239,642,705
445,1462,970,1238,252,272,341,1217,1302,266,229,651,700
551,1281,1165,1182,318,271,343,911,1608,266,229,633,728
551,1247,1083,1258,358,270,344,860,1659,266,229,633,714
604,1246,1084,1214,402,253,357,852,1671,266,229,633,712
605,1246,1084,1193,423,208,357,897,1669,207,245,676,718
608,1178,1152,1099,517,208,283,948,1690,126,270,734,753
608,1178,1152,1004,612,208,187,1015,1719,124,251,753,805
426,1360,1152,926,690,208,178,1006,1737,124,251,753,861
394,1392,1152,770,846,205,181,985,1758,124,251,723,822
395,1390,1154,701,915,200,186,967,1776,124,251,723,822
357,1375,1206,700,917,194,192,964,1779,120,255,723,822
421,1374,1207,700,917,194,183,973,1779,96,279,698,817
397,1398,1162,701,961,194,183,973,1778,97,279,663,817
396,1399,1159,704,961,194,183,968,1783,97,279,599,817
396,1399,1159,472,1193,194,183,925,1826,97,279,458,811
407,1402,877,754,1193,192,154,941,1841,93,283,458,770
296,1392,980,772,1186,198,155,904,1872,87,295,458,639
290,1339,1038,695,1264,161,174,903,1883,95,295,458,540
287,1340,961,708,1330,133,202,708,2057,116,295,458,579
287,1197,1062,750,1330,133,202,653,2057,167,299,458,440
281,1194,1071,748,1327,119,221,597,1690,579,310,458,401
281,1191,1074,717,1358,119,221,380,1871,589,336,458,402
281,1106,1159,717,1303,174,221,341,1902,564,369,443,656
342,906,1215,819,1297,218,224,323,1787,698,311,501,642
383,610,1508,822,1275,238,226,308,1792,708,306,505,651
383,459,1592,889,1196,317,226,303,1719,784,293,478,633
390,443,1614,889,1196,317,226,303,1719,784,271,500,633
410,438,1609,857,1238,316,227,303,1715,788,270,490,633
454,437,1480,963,1262,316,227,292,1654,860,269,490,676
454,437,1480,960,1265,316,224,290,1464,1055,268,237,734
454,437,1479,954,1260,312,221,309,1311,1208,266,239,753
446,445,1462,970,1238,252,272,341,1217,1302,266,229,753
315,551,1281,1165,1182,318,271,343,911,1608,266,229,723
335,551,1247,1083,1258,358,270,344,860,1659,266,229,723
323,604,1246,1084,1214,402,253,357,852,1671,266,229,723
322,605,1246,1084,1193,423,208,357,897,1669,207,245,698
349,608,1178,1152,1099,517,208,283,948,1690,126,270,663
418,608,1178,1152,1004,612,208,187,1015,1719,124,251,599
667,426,1360,1152,926,690,208,178,1006,1737,124,251,458
728,394,1392,1152,770,846,205,181,985,1758,124,251,458
763,395,1390,1154,701,915,200,186,967,1776,124,251,458
763,357,1375,1206,700,917,194,192,964,1779,120,255,458
699,421,1374,1207,700,917,194,183,973,1779,96,279,458
706,397,1398,1162,701,961,194,183,973,1778,97,279,458
767,396,1399,1159,704,961,194,183,968,1783,97,279,458
962,396,1399,1159,472,1193,194,183,925,1826,97,279,458
951,407,1402,877,754,1193,192,154,941,1841,93,283,443
986,296,1392,980,772,1186,198,155,904,1872,87,295,501
1014,290,1339,1038,695,1264,161,174,903,1883,95,295,505
1034,287,1340,961,708,1330,133,202,708,2057,116,295,478
1040,287,1197,1062,750,1330,133,202,653,2057,167,299,500
1040,281,1194,1071,748,1327,119,221,597,1690,579,310,490
1066,281,1191,1074,717,1358,119,221,380,1871,589,336,490
1184,281,1106,1159,717,1303,174,221,341,1902,564,369,237
1170,342,906,1215,819,1297,218,224,323,1787,698,311,239
1373,383,610,1508,822,1275,238,226,308,1792,708,306,229
1402,383,459,1592,889,1196,317,226,303,1719,784,293,229
1397,390,443,1614,889,1196,317,226,303,1719,784,271,229
1380,410,438,1609,857,1238,316,227,303,1715,788,270,229
1336,454,437,1480,963,1262,316,227,292,1654,860,269,245
1336,454,437,1480,960,1265,316,224,290,1464,1055,268,270
1336,454,437,1479,954,1260,312,221,309,1311,1208,266,251
1336,446,445,1462,970,1238,252,272,341,1217,1302,266,251
1336,315,551,1281,1165,1182,318,271,343,911,1608,266,251
1316,335,551,1247,1083,1258,358,270,344,860,1659,266,251
1275,323,604,1246,1084,1214,402,253,357,852,1671,266,255
1275,322,605,1246,1084,1193,423,208,357,897,1669,207,279
1248,349,608,1178,1152,1099,517,208,283,948,1690,126,279
1180,418,608,1178,1152,1004,612,208,187,1015,1719,124,279
931,667,426,1360,1152,926,690,208,178,1006,1737,124,279
882,728,394,1392,1152,770,846,205,181,985,1758,124,283
896,763,395,1390,1154,701,915,200,186,967,1776,124,295
896,763,357,1375,1206,700,917,194,192,964,1779,120,295
896,699,421,1374,1207,700,917,194,183,973,1779,96,295
1043,706,397,1398,1162,701,961,194,183,973,1778,97,299
1121,767,396,1399,1159,704,961,194,183,968,1783,97,310
947,962,396,1399,1159,472,1193,194,183,925,1826,97,336
977,951,407,1402,877,754,1193,192,154,941,1841,93,369
942,986,296,1392,980,772,1186,198,155,904,1872,87,311
927,1014,290,1339,1038,695,1264,161,174,903,1883,95,306
907,1034,287,1340,961,708,1330,133,202,708,2057,116,293
901,1040,287,1197,1062,750,1330,133,202,653,2057,167,271
990,1040,281,1194,1071,748,1327,119,221,597,1690,579,270
964,1066,281,1191,1074,717,1358,119,221,380,1871,589,269
846,1184,281,1106,1159,717,1303,174,221,341,1902,564,268
799,1170,342,906,1215,819,1297,218,224,323,1787,698,266
555,1373,383,610,1508,822,1275,238,226,308,1792,708,266
526,1402,383,459,1592,889,1196,317,226,303,1719,784,266
518,1397,390,443,1614,889,1196,317,226,303,1719,784,266
515,1380,410,438,1609,857,1238,316,227,303,1715,788,266
528,1336,454,437,1480,963,1262,316,227,292,1654,860,207
528,1336,454,437,1480,960,1265,316,224,290,1464,1055,126
528,1336,454,437,1479,954,1260,312,221,309,1311,1208,124
544,1336,446,445,1462,970,1238,252,272,341,1217,1302,124
545,1336,315,551,1281,1165,1182,318,271,343,911,1608,124
545,1316,335,551,1247,1083,1258,358,270,344,860,1659,124
545,1275,323,604,1246,1084,1214,402,253,357,852,1671,120
545,1275,322,605,1246,1084,1193,423,208,357,897,1669,96
668,1248,349,608,1178,1152,1099,517,208,283,948,1690,97
670,1180,418,608,1178,1152,1004,612,208,187,1015,1719,97
670,931,667,426,1360,1152,926,690,208,178,1006,1737,97
658,882,728,394,1392,1152,770,846,205,181,985,1758,93
608,896,763,395,1390,1154,701,915,200,186,967,1776,87
690,896,763,357,1375,1206,700,917,194,192,964,1779,95
693,896,699,421,1374,1207,700,917,194,183,973,1779,116
562,1043,706,397,1398,1162,701,961,194,183,973,1778,167
504,1121,767,396,1399,1159,704,961,194,183,968,1783,579
511,947,962,396,1399,1159,472,1193,194,183,925,1826,589
478,977,951,407,1402,877,754,1193,192,154,941,1841,564
491,942,986,296,1392,980,772,1186,198,155,904,1872,698
478,927,1014,290,1339,1038,695,1264,161,174,903,1883,708
497,907,1034,287,1340,961,708,1330,133,202,708,2057,784
513,901,1040,287,1197,1062,750,1330,133,202,653,2057,784
424,990,1040,281,1194,1071,748,1327,119,221,597,1690,788
424,964,1066,281,1191,1074,717,1358,119,221,380,1871,860
425,846,1184,281,1106,1159,717,1303,174,221,341,1902,1055
573,799,1170,342,906,1215,819,1297,218,224,323,1787,1208
693,555,1373,383,610,1508,822,1275,238,226,308,1792,1302
778,526,1402,383,459,1592,889,1196,317,226,303,1719,1608
936,518,1397,390,443,1614,889,1196,317,226,303,1719,1659
937,515,1380,410,438,1609,857,1238,316,227,303,1715,1671
925,528,1336,454,437,1480,963,1262,316,227,292,1654,1669
989,528,1336,454,437,1480,960,1265,316,224,290,1464,1690
1032,528,1336,454,437,1479,954,1260,312,221,309,1311,1719
1146,544,1336,446,445,1462,970,1238,252,272,341,1217,1737
1162,545,1336,315,551,1281,1165,1182,318,271,343,911,1758
1162,545,1316,335,551,1247,1083,1258,358,270,344,860,1776
1289,545,1275,323,604,1246,1084,1214,402,253,357,852,1779
1352,545,1275,322,605,1246,1084,1193,423,208,357,897,1779
1460,668,1248,349,608,1178,1152,1099,517,208,283,948,1778
1491,670,1180,418,608,1178,1152,1004,612,208,187,1015,1783
1493,670,931,667,426,1360,1152,926,690,208,178,1006,1826
1533,658,882,728,394,1392,1152,770,846,205,181,985,1841
1533,608,896,763,395,1390,1154,701,915,200,186,967,1872
1452,690,896,763,357,1375,1206,700,917,194,192,964,1883
